Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
cage,4,8498,9.05,3,1,1,588.03,0.94,605.89,1
caged,5,293,5.68,4,1,2,668.79,0.94,615.07,1
cages,5,1289,7.16,5,2,2,664.09,0.94,698.23,1
cake,4,6250,8.74,3,1,1,563.53,1,663.62,1
cakes,5,1339,7.2,4,1,2,615.19,1,575.74,1
calcium,7,3158,8.06,7,2,2,655.38,1,685.43,1
calendar,8,9382,9.15,7,3,1,636,0.97,638.56,1
calendars,9,1277,7.15,8,3,2,737.97,1,682.59,1
calf,4,1478,7.3,3,1,1,636.32,0.91,608.5,0.96
caliber,7,2112,7.66,6,3,1,790.03,0.91,683.36,1
caller,6,4764,8.47,4,2,2,655.27,0.97,661.19,1
calling,7,37999,10.55,5,2,2,591.38,1,622.86,1
calls,5,46308,10.74,4,1,2,623.11,1,574,1
calm,4,6300,8.75,3,1,1,587.15,1,585.37,1
calmed,6,590,6.38,4,1,2,638.66,0.97,704.56,0.96
calmer,6,315,5.75,4,2,2,768.67,0.91,650.64,1
calming,7,508,6.23,5,2,2,642.76,1,634.38,1
calmly,6,1200,7.09,5,2,2,660.06,0.97,652.15,1
calorie,7,455,6.12,6,3,2,665.47,1,676.26,1
calories,8,2603,7.86,7,3,3,649.97,1,674.33,1
Calvary,7,638,6.46,7,3,1,662.97,1,706.37,1
Calvin,6,4291,8.36,5,2,1,656.42,1,649.6,0.96
Cambridge,9,15186,9.63,7,2,2,743.79,0.97,704.04,1
came,4,115002,11.65,3,1,1,668.48,0.97,692.81,1
camel,5,3375,8.12,4,2,1,688.7,0.97,611.89,1
Camelot,7,1139,7.04,7,3,1,668.75,0.94,678.85,1
camels,6,492,6.2,5,2,2,608.23,0.94,654.19,1
camera,6,18427,9.82,5,2,1,631.79,1,599.27,1
cameras,7,5218,8.56,6,2,2,701.53,1,638.57,1
camera's,8,249,5.52,6,2,2,644.62,1,684.63,1
camp,4,15938,9.68,4,1,1,652.91,1,620.93,1
camped,6,420,6.04,5,1,2,722.47,0.91,632.19,1
camper,6,1010,6.92,5,2,2,635.38,0.94,682.86,1
campers,7,459,6.13,6,2,3,613.47,1,615.92,1
campfire,8,495,6.2,7,2,2,663.35,0.97,639.52,1
camping,7,4209,8.34,6,2,2,660.29,0.97,642.04,1
camps,5,6192,8.73,5,1,2,680.97,0.97,599.13,1
campus,6,13903,9.54,6,2,1,655.3,0.97,626.93,1
Canada's,8,2435,7.8,7,3,2,671.23,1,670.81,0.96
Canadian,8,30942,10.34,8,3,2,728.81,0.94,699.73,0.96
cancel,6,20643,9.94,5,2,1,553.48,1,614.59,1
cancelled,9,27351,10.22,6,2,2,594.48,0.97,655.37,1
cancelling,10,3315,8.11,7,3,2,689.36,0.9,673.79,1
cancer,6,18210,9.81,5,2,1,616.53,1,621.32,1
cancers,7,811,6.7,6,2,2,659.76,1,645.96,1
candid,6,647,6.47,6,2,1,744.53,0.94,690.86,1
candidate,9,22638,10.03,8,3,2,694.29,1,686.64,1
candle,6,2719,7.91,5,2,1,580.65,1,625.14,1
candles,7,1695,7.44,6,2,2,642.79,0.97,655.2,1
candy,5,4887,8.49,5,2,1,684.19,0.97,627.85,1
cane,4,5405,8.6,3,1,1,613.1,0.88,573.69,1
canister,8,519,6.25,7,3,1,714.42,0.94,706.52,1
brewing,7,3159,8.06,5,2,2,705.45,0.97,643.41,1
Brian,5,44247,10.7,5,1,1,693.45,0.97,644.96,0.96
bribe,5,1123,7.02,4,1,1,753.42,1,616.77,1
bribes,6,880,6.78,5,1,2,733.56,0.94,645.57,1
brick,5,3969,8.29,4,1,1,586,0.97,564.27,1
bricks,6,1693,7.43,5,1,2,649.53,0.94,554.78,1
bridal,6,1075,6.98,5,2,2,600.09,0.94,651.69,0.96
bride,5,3676,8.21,4,1,1,617.12,0.97,594,1
brides,6,599,6.4,5,1,2,627.44,1,573.54,0.96
bride's,7,350,5.86,5,1,2,601.18,1,604.26,1
bridge,6,19356,9.87,4,1,1,559.09,0.97,623.27,1
bridges,7,4430,8.4,6,2,2,751.3,1,617.14,1
brief,5,19495,9.88,4,1,1,615.32,1,656.85,1
briefcase,9,759,6.63,7,2,2,646.61,1,608.7,0.96
briefly,7,6477,8.78,6,2,2,612.32,1,586.73,1
briefs,6,1284,7.16,5,1,2,625.53,1,602.81,1
bright,6,13726,9.53,4,1,1,598.77,0.97,582.36,0.97
brighten,8,329,5.8,5,2,2,674.69,1,652.25,1
brightened,10,203,5.31,6,2,3,700.24,0.94,696.21,1
brighter,8,1619,7.39,5,2,2,617.52,1,589.23,1
brightest,9,1023,6.93,7,2,2,767.27,1,638.54,1
brightly,8,889,6.79,6,2,2,719.03,1,684.18,1
brightness,10,2061,7.63,7,2,2,651.94,0.97,661.71,1
brilliant,9,7731,8.95,8,2,2,722.45,0.97,634.14,1
brimstone,9,1970,7.59,8,2,2,784.59,0.88,643.44,0.96
bring,5,56510,10.94,4,1,1,675.5,1,574.56,1
bringing,8,13171,9.49,6,2,2,670.3,0.97,654.24,1
brings,6,12634,9.44,5,1,2,613.47,0.97,626.41,1
brink,5,1291,7.16,5,1,1,629.76,0.88,551.7,0.96
brisk,5,348,5.85,5,1,1,708.06,1,581.93,1
briskly,7,237,5.47,7,2,2,683.13,0.94,668.56,1
Britain,7,13200,9.49,5,2,2,718.24,1,672.41,0.96
British,7,38543,10.56,6,2,2,615.85,0.97,593,1
brittle,7,737,6.6,5,2,1,691.1,0.97,633.48,1
broad,5,12608,9.44,4,1,1,570.34,0.94,657.04,0.96
broadcast,9,15776,9.67,8,2,2,623.65,1,631.55,1
broaden,7,836,6.73,5,2,2,752.97,0.97,659.16,0.96
broader,7,3010,8.01,5,2,2,701.53,0.94,669.32,1
broadly,7,1385,7.23,6,2,2,685.74,1,606.46,1
broadside,9,208,5.34,7,2,2,748.25,1,649.37,1
Broadway,8,6378,8.76,6,2,2,678.23,0.91,623.44,1
broccoli,8,915,6.82,7,3,1,762.61,0.97,689.75,1
brochure,8,4609,8.44,6,2,1,784.97,1,613.85,1
broke,5,14085,9.55,4,1,1,572.29,0.94,608.54,1
broken,6,25599,10.15,6,2,2,568.57,0.97,570.81,1
broker,6,4647,8.44,5,2,2,671.09,1,589.19,1
brokerage,9,2203,7.7,7,3,3,734.79,0.88,665.69,0.96
brokers,7,2320,7.75,6,2,3,665.06,0.97,573.44,1
bronco,6,1439,7.27,6,2,1,742.72,0.94,619,0.96
Bronx,5,1144,7.04,6,1,1,682.55,0.94,602.56,1
bronze,6,5284,8.57,5,1,1,634.22,0.91,617.26,1
brook,5,2791,7.93,4,1,1,731.83,0.91,592.41,1
Brooklyn,8,4243,8.35,7,2,2,608.94,1,596.33,1
brooks,6,6896,8.84,5,1,2,736.97,0.91,598.73,1
broom,5,600,6.4,4,1,1,694.24,0.97,617.65,1
brother,7,23702,10.07,5,2,1,614.06,1,593.44,0.96
brothers,8,18042,9.8,6,2,2,684.79,1,625.59,1
brother's,9,2093,7.65,6,2,2,729.52,1,660.29,1
brought,7,39792,10.59,4,1,1,639.09,0.97,625.59,0.96
brow,4,804,6.69,3,1,1,586.47,1,610.35,1
brown,5,42129,10.65,4,1,1,653.26,0.97,587.11,1
brownie,7,1740,7.46,5,2,2,700.26,0.97,601.64,1
brownish,8,277,5.62,6,2,2,692.03,0.88,662.27,1
brown's,7,1004,6.91,5,1,2,691.72,0.97,606.81,1
browse,6,7016,8.86,4,1,1,653,1,569.92,0.96
browsing,8,3505,8.16,6,2,2,745.55,0.97,640.44,1
Bruce,5,25888,10.16,4,1,1,655.79,1,575.56,1
bruise,6,456,6.12,4,1,1,649.77,0.91,612.5,1
bruised,7,714,6.57,5,1,2,739.21,1,631.08,1
bruises,7,814,6.7,6,2,2,713.13,0.97,644.14,1
bruising,8,233,5.45,6,2,2,730.09,0.94,671.92,0.96
brunch,6,347,5.85,5,1,1,762.41,0.94,625.93,1
brush,5,5701,8.65,4,1,1,639.38,1,558.04,1
brushed,7,1555,7.35,5,1,2,633.42,0.97,596.33,1
brushes,7,1056,6.96,6,2,2,673.21,1,631,1
brushing,8,1515,7.32,6,2,2,733.38,0.94,618.75,1
Brussels,8,2710,7.9,6,2,1,771.88,0.97,703.85,0.96
brutal,6,3220,8.08,5,2,2,633.56,1,626.11,0.96
brute,5,2816,7.94,4,1,1,684.29,0.94,642.69,1
bubble,6,5866,8.68,4,2,1,618.67,1,582.15,0.96
bubbles,7,2055,7.63,5,2,2,640.65,0.91,627.44,1
buck,4,6798,8.82,3,1,1,701.29,0.97,578.32,1
bucket,6,3329,8.11,5,2,1,595.22,0.97,653.44,1
buckets,7,736,6.6,6,2,2,620.73,0.97,615.75,1
bucking,7,566,6.34,5,2,2,769.06,0.91,636.46,1
buckle,6,1228,7.11,4,2,1,696.09,1,610.64,1
buckled,7,345,5.84,5,2,2,670.26,1,608.85,0.96
buckles,7,901,6.8,5,2,2,654.33,1,617.43,1
buckling,8,184,5.21,6,3,2,745.67,0.97,658.85,0.96
bucks,5,11121,9.32,4,1,2,625.87,0.94,578.96,1
bud,3,5259,8.57,3,1,1,622.41,0.97,622.37,1
Buddhist,8,3142,8.05,6,2,2,745.52,0.85,641.3,1
buddies,7,2399,7.78,5,2,2,621.81,0.97,615.14,1
budding,7,716,6.57,5,2,2,743.13,0.97,690.79,1
buddy,5,8318,9.03,4,2,1,640.88,0.97,662.79,1
budget,6,29992,10.31,5,2,1,608.5,1,605.62,1
budgeted,8,203,5.31,7,3,2,760.32,0.94,694.61,1
budgeting,9,964,6.87,7,3,2,699.06,1,703.41,1
budgets,7,2869,7.96,6,2,2,784.73,1,619,1
buds,4,1257,7.14,4,1,2,720.82,1,593.03,1
buff,4,1700,7.44,3,1,1,683.41,0.91,585.78,0.96
buffalo,7,8343,9.03,6,3,1,643.48,0.97,615.96,1
buffer,6,14035,9.55,4,2,1,715.34,0.94,620.18,1
buffs,5,859,6.76,4,1,2,669.41,0.91,575.19,1
bug,3,32226,10.38,3,1,1,600.63,0.97,588.11,1
bugged,6,820,6.71,4,1,2,723.79,0.97,613.15,0.96
buggy,5,4444,8.4,4,2,1,679.1,0.94,582.26,1
bugs,4,18337,9.82,4,1,2,560.52,0.97,584.85,1
Buick,5,1714,7.45,5,2,1,677.07,0.94,705.76,1
build,5,47708,10.77,4,1,1,596.68,1,621.56,1
builder,7,3904,8.27,5,2,2,608.38,1,649.56,1
builders,8,2006,7.6,6,2,3,677.61,0.94,667.63,0.96
building,8,48370,10.79,6,2,2,633.97,1,620.81,0.96
buildings,9,6984,8.85,7,2,3,603.75,1,615.14,1
builds,6,3735,8.23,5,1,2,607.31,0.94,599.26,1
bulb,4,3246,8.09,4,1,1,694.48,0.91,625.26,0.96
bulbs,5,2127,7.66,5,1,2,607.53,1,608.82,1
bulge,5,1264,7.14,4,1,1,708.17,0.94,630.31,1
bulging,7,604,6.4,6,2,2,792.97,0.94,642.22,0.96
bulk,4,7028,8.86,4,1,1,662.81,0.94,602.3,1
bulky,5,890,6.79,5,2,2,679.24,0.94,629.04,1
bull,4,8305,9.02,3,1,1,584.25,0.97,569.75,1
bulldozer,9,307,5.73,7,3,3,672.94,1,683.11,1
bullet,6,8338,9.03,5,2,1,568.18,0.97,676.41,1
bulletin,8,14131,9.56,7,3,1,780.79,0.97,662.85,0.96
bulletins,9,1608,7.38,8,3,2,659.43,0.88,701.71,1
bullets,7,4983,8.51,6,2,2,593.62,1,661.04,1
bullfrog,8,526,6.27,7,2,2,635.69,0.94,669.59,0.96
bullies,7,414,6.03,5,2,2,760,0.91,669.04,1
bulls,5,2546,7.84,4,1,2,594.15,0.97,614.75,1
bully,5,1379,7.23,4,2,1,658.5,0.97,617.07,1
bullying,8,410,6.02,6,3,2,777.83,0.94,690.93,1
bum,3,1698,7.44,3,1,1,650.31,0.94,627.52,1
bumblebee,9,262,5.57,7,3,2,780.75,1,698.33,1
bump,4,2682,7.89,4,1,1,615.38,1,558.63,1
bumped,6,2127,7.66,5,1,2,676.27,0.94,619.08,1
bumpers,7,707,6.56,6,2,3,710.5,0.97,618.85,1
bumping,7,864,6.76,6,2,2,649.09,1,603.63,0.96
bumps,5,1780,7.48,5,1,2,623.06,0.97,571.59,1
bumpy,5,500,6.21,5,2,2,756.74,1,660.46,1
bums,4,771,6.65,4,1,2,750.82,1,636.74,0.96
bun,3,886,6.79,3,1,1,688.54,0.88,603.31,1
bunched,7,193,5.26,5,1,2,776.1,0.97,670.29,1
bundle,6,3503,8.16,5,2,1,666.12,0.97,615.46,1
bundled,7,3408,8.13,6,2,2,748.97,0.94,651.76,1
bunk,4,1071,6.98,4,1,1,640.77,0.91,558.66,1
bunker,6,895,6.8,5,2,2,763.07,0.85,600.36,1
bunny,5,5325,8.58,4,2,1,609.47,0.97,613.18,1
burden,6,7831,8.97,4,2,1,649.72,0.94,591.31,1
burdened,8,472,6.16,5,2,2,749.03,0.97,683.93,1
burdens,7,664,6.5,5,2,2,700.03,0.97,602.89,1
bombs,5,6192,8.73,4,1,2,584.94,1,582,1
bombshell,9,254,5.54,6,2,2,707.32,0.97,653,1
bonanza,7,636,6.46,7,3,1,738.52,0.91,674,1
bonded,6,889,6.79,6,2,2,711.94,1,664.71,1
bonding,7,1632,7.4,6,2,2,682.94,0.97,610.73,0.96
bonds,5,7818,8.96,5,1,2,575.06,0.97,600.46,1
bone,4,16063,9.68,3,1,1,655.85,0.97,592,0.96
bonehead,8,607,6.41,6,2,2,718.69,0.94,612.11,1
boneless,8,269,5.59,6,2,2,671.91,0.97,593.88,1
bones,5,7197,8.88,4,1,2,597.55,0.97,553.79,1
bonfire,7,291,5.67,6,2,2,691.2,0.97,628.23,1
bong,4,1335,7.2,3,1,1,716.54,0.88,559.3,1
bongo,5,576,6.36,5,2,1,690.26,0.89,622.96,1
bonus,5,14547,9.59,5,2,1,674.97,1,612.93,1
boob,4,496,6.21,3,1,1,763.52,0.88,683.14,1
bookcase,8,355,5.87,6,2,2,674.15,1,618.56,1
booked,6,1771,7.48,4,1,2,712.55,0.88,597.46,1
booker,6,646,6.47,4,2,2,620.16,0.94,626.37,1
booking,7,1752,7.47,5,2,2,668.79,0.97,561.88,1
bookings,8,496,6.21,6,2,3,762.5,0.94,655.68,1
booklet,7,4512,8.41,6,2,2,662.61,1,560.67,1
booklets,8,845,6.74,7,2,3,756.09,0.97,627.12,1
bookmark,8,1721,7.45,7,2,2,668.33,1,671.04,1
books,5,111046,11.62,4,1,2,580.55,0.97,555.04,1
book's,6,851,6.75,4,1,2,697.09,1,579.37,1
bookseller,10,254,5.54,7,3,3,719.03,0.97,661.23,1
bookshelf,9,1124,7.02,7,2,2,673.94,0.97,609.5,1
bookshop,8,715,6.57,6,2,2,615.19,0.97,616.93,1
boom,4,4284,8.36,3,1,1,653.45,0.94,567.93,1
booming,7,813,6.7,5,2,2,656.35,0.94,696.08,1
boost,5,4758,8.47,4,1,1,608.03,0.97,591.61,1
boosted,7,783,6.66,6,2,2,672.27,0.97,628.48,1
booster,7,6912,8.84,5,2,2,678.32,0.97,642.88,1
boosting,8,484,6.18,6,2,2,692.7,0.94,635.69,1
boot,4,43868,10.69,3,1,1,531.09,0.97,629.81,1
booted,6,2850,7.96,5,2,2,753.44,0.97,637.67,1
booth,5,4464,8.4,3,1,1,595.03,1,586.56,1
booths,6,821,6.71,4,1,2,697.57,1,610.35,1
boots,5,10725,9.28,4,1,2,563.65,1,596.76,1
booty,5,372,5.92,4,2,1,731.29,0.97,620.31,0.96
booze,5,962,6.87,3,1,1,637.74,0.97,613.81,1
border,6,16800,9.73,5,2,1,638,0.97,605.82,0.97
bordering,9,602,6.4,7,3,2,690.26,1,678.15,1
borderline,10,1089,6.99,8,3,2,683.06,1,663.63,1
borders,7,6711,8.81,6,2,2,618.26,0.97,597.32,1
bore,4,3598,8.19,3,1,1,740.19,0.91,628.11,1
bored,5,7024,8.86,4,1,2,599.65,1,589.5,1
boredom,7,1487,7.3,6,2,2,712.39,1,619.39,1
boring,6,12707,9.45,5,2,2,671.15,1,596.48,1
born,4,35181,10.47,4,1,1,584.21,1,597.52,1
borrowed,8,3493,8.16,5,2,2,672.55,0.94,639.62,1
borrower,8,253,5.53,5,2,2,759.35,0.97,678.33,1
borrowing,9,2325,7.75,6,3,2,734.97,1,701,1
borrows,7,399,5.99,5,2,2,688.16,0.97,687.56,1
bosses,6,1466,7.29,5,2,2,640.44,1,619.81,1
boss's,6,196,5.28,5,2,2,678.55,0.97,627.46,1
bossy,5,311,5.74,4,2,2,677.42,0.97,581.52,1
Boston,6,27335,10.22,6,2,2,585.48,1,584.89,1
Boston's,8,382,5.95,7,2,3,660.81,0.94,574.5,1
bothered,8,7149,8.87,5,2,2,656.61,0.97,600.03,1
bothering,9,2369,7.77,6,3,2,653.39,0.97,641.08,1
bothers,7,2907,7.97,5,2,2,793.16,0.97,645.69,0.96
bottle,6,18633,9.83,4,2,1,607.21,1,558.29,1
bottled,7,1255,7.13,5,2,2,785.43,0.97,615.46,1
bottleneck,10,1037,6.94,7,3,2,721.42,0.91,677.86,1
bottles,7,5673,8.64,5,2,2,611.97,0.97,636.27,1
bottom,6,43483,10.68,5,2,1,648.65,1,601.79,1
bottomless,10,1732,7.46,8,3,2,682.41,0.94,699.27,1
bottoms,7,1520,7.33,6,2,2,655,1,593.54,1
bought,6,57147,10.95,3,1,1,695.61,0.97,659.13,0.96
boulder,7,6519,8.78,5,2,1,710.79,0.88,642.7,0.96
bounce,6,4232,8.35,4,1,1,564.71,0.97,607.19,1
bounced,7,3458,8.15,5,1,2,637,0.97,632.07,1
bouncer,7,288,5.66,5,2,2,685.29,1,645.33,1
bouncing,8,2515,7.83,6,2,2,594.64,0.97,587.5,1
bouncy,6,468,6.15,5,2,2,670.79,0.97,598.59,1
bound,5,12725,9.45,4,1,1,639.61,1,567.04,1
boundaries,10,4981,8.51,8,3,3,679.61,0.97,662.41,1
boundary,8,4319,8.37,7,3,2,690.73,0.97,594.39,1
bounded,7,690,6.54,6,2,2,683.37,0.97,651.82,1
bounding,8,582,6.37,6,2,2,785.9,0.91,642.41,0.96
boundless,9,449,6.11,7,2,2,718.34,0.97,682.07,1
bounds,6,2885,7.97,5,1,2,654.06,0.94,647.75,1
bounty,6,1701,7.44,5,2,1,735.19,0.97,651,1
boutique,8,687,6.53,5,2,1,703.72,0.97,695.54,1
bowel,5,953,6.86,4,1,1,667.13,0.94,686.43,1
bowls,5,1100,7,4,1,2,617.1,0.91,648.88,1
boxcar,6,249,5.52,7,2,2,683.29,0.9,598.86,1
boxed,5,3530,8.17,5,1,2,605.49,1,582.59,1
boxer,5,1744,7.46,5,2,2,574.91,0.94,578.59,0.96
boxes,5,24778,10.12,6,2,2,625.94,1,599.64,1
boycott,7,3052,8.02,5,2,1,646.68,1,613.56,1
boycotted,9,205,5.32,7,3,2,702.78,0.94,662.5,1
boyfriend,9,4682,8.45,7,2,2,654.84,0.97,588.17,1
boyhood,7,451,6.11,5,2,2,720.61,1,644.21,1
boyish,6,623,6.43,4,2,2,722.42,0.91,671.11,1
boys,4,23926,10.08,3,1,2,688.31,0.97,569.29,1
boy's,5,2837,7.95,3,1,2,564.47,0.97,573.64,1
bra,3,3728,8.22,3,1,1,659.28,0.94,598.56,1
brace,5,1418,7.26,4,1,1,583.88,0.97,583.48,1
braced,6,269,5.59,5,1,2,673.97,0.94,627.07,1
bracelet,8,443,6.09,7,2,2,673.48,0.94,659.04,1
braces,6,845,6.74,6,2,2,632.42,1,588.5,1
bracing,7,331,5.8,6,2,2,789.03,0.91,580.04,1
brackets,8,2652,7.88,7,2,2,759.67,0.97,672.19,0.96
Brad,4,12450,9.43,4,1,1,666.65,0.94,620.23,0.96
Bradley,7,5568,8.62,6,2,2,725.38,0.97,634.56,1
brag,4,1165,7.06,4,1,1,675.5,0.94,590.79,1
bragged,7,258,5.55,5,1,2,699.56,0.97,640.93,1
bragging,8,1038,6.95,6,2,2,659.27,0.97,671.9,1
braid,5,501,6.22,4,1,1,703.06,0.97,674.96,1
braided,7,431,6.07,6,2,2,737.65,0.91,663.37,1
braids,6,186,5.23,5,1,2,604.57,0.94,600.15,1
brain,5,54113,10.9,4,1,1,583.88,1,597.4,1
brains,6,6642,8.8,5,1,2,616.42,0.97,588.81,0.96
brain's,7,383,5.95,5,1,2,649.41,0.97,635.86,1
brainwash,9,1437,7.27,7,2,2,758.03,0.94,632.3,1
brainy,6,258,5.55,5,2,2,683.73,0.97,670.85,0.96
brake,5,6154,8.72,4,1,1,662.09,1,618.14,1
brakes,6,4661,8.45,5,1,2,618.18,0.97,617.44,0.96
branch,6,13544,9.51,5,1,1,625.55,1,568.36,1
branches,8,4575,8.43,7,2,2,667.66,0.94,667.67,1
branching,9,527,6.27,7,2,2,732.67,0.97,647.96,1
brand,5,25019,10.13,5,1,1,562.47,1,594.33,1
branded,7,959,6.87,7,2,2,664.85,1,578.86,1
Brandon,7,4540,8.42,7,2,2,755.16,1,650.74,1
brands,6,5196,8.56,6,1,2,615.71,0.91,575.25,1
brandy,6,1564,7.36,6,2,1,708.61,1,624.74,1
brass,5,12055,9.4,4,1,1,652.5,0.88,611.39,1
brat,4,1080,6.98,4,1,1,607.62,1,566.19,0.96
brave,5,5524,8.62,4,1,1,573.09,0.97,560.7,1
bravely,7,341,5.83,6,2,2,658.45,0.94,610.7,0.96
bravery,7,455,6.12,7,3,2,626.03,1,624.89,1
braves,6,1057,6.96,5,1,2,582,1,592.5,1
bravo,5,2368,7.77,5,2,1,650.28,0.97,601.5,1
brawl,5,1090,6.99,4,1,1,592.29,0.94,627.14,1
Brazil,6,6287,8.75,6,2,1,664.44,0.91,612.41,1
breach,6,2604,7.86,4,1,1,724.65,0.94,601.29,0.96
bread,5,9063,9.11,4,1,1,589.5,1,600.41,1
break,5,47766,10.77,4,1,1,604.15,1,591.96,1
breakable,9,217,5.38,7,3,2,656.38,1,664.93,1
breakage,8,474,6.16,6,2,2,738.48,0.94,648.86,1
breakaway,9,606,6.41,7,3,2,663.76,1,699.37,1
breakdown,9,3655,8.2,7,2,2,750.28,0.97,607.37,1
breakdowns,10,353,5.87,8,2,3,729.25,0.97,623.46,1
breaker,7,1545,7.34,5,2,2,649.97,1,584.76,1
breakers,8,695,6.54,6,2,3,616.43,1,646,1
breakfast,9,7624,8.94,8,2,2,639.35,1,580,1
breaking,8,12257,9.41,6,2,2,578.91,1,578.71,1
breakout,8,1479,7.3,6,2,2,646.53,1,614.07,1
breaks,6,10802,9.29,5,1,2,625.85,0.97,601.12,0.96
breakup,7,713,6.57,6,2,2,600.56,1,592.85,1
breast,6,7545,8.93,5,1,1,631.97,1,640.62,0.96
breasts,7,10188,9.23,6,1,2,600.88,0.97,598.93,1
breath,6,14432,9.58,4,1,1,614.71,1,626.32,1
breathe,7,3117,8.04,4,1,1,661.61,1,581.3,1
breathing,9,7054,8.86,6,2,2,613.3,1,620.3,0.96
breathless,10,546,6.3,7,2,2,703.15,1,631.59,1
breech,6,516,6.25,4,1,1,649.41,0.91,627.46,1
breed,5,15241,9.63,4,1,1,647.18,1,593.68,1
breeder,7,4110,8.32,5,2,2,753.58,0.97,669.81,1
breeding,8,8624,9.06,6,2,2,604.09,0.97,634.96,1
breeds,6,5486,8.61,5,1,2,646.97,0.94,622.74,1
breeze,6,2120,7.66,4,1,1,616.63,0.97,564.71,1
Brett,5,8383,9.03,4,1,1,729.52,0.94,646.79,1
brew,4,2988,8,3,1,1,679.56,1,556.59,1
brewed,6,1099,7,4,1,2,667.91,0.97,637.75,1
brewers,7,1224,7.11,5,1,3,694.56,1,695.16,0.96
bishops,7,876,6.78,6,2,2,702.06,0.97,609.42,1
bit,3,159206,11.98,3,1,1,603.48,1,646.93,1
bitch,5,9406,9.15,3,1,1,646.25,1,620.93,1
bite,4,8162,9.01,3,1,1,576.55,0.94,581.31,1
bites,5,2886,7.97,4,1,2,660.88,1,588.21,1
biting,6,2397,7.78,5,2,2,758.97,0.91,644.31,1
bits,4,23833,10.08,4,1,2,656.97,1,636.79,1
bitten,6,1324,7.19,4,2,2,714.74,0.91,609.93,1
bitter,6,5910,8.68,4,2,1,609.97,0.94,570.61,1
bitterness,10,1210,7.1,7,3,2,668.74,1,638.96,1
bizarre,7,5944,8.69,5,2,1,722.25,1,630.88,1
blackbird,9,562,6.33,7,2,2,643.23,0.97,630.96,1
blackboard,10,462,6.14,8,2,2,703.97,1,603.15,1
blackened,9,687,6.53,7,2,3,720.4,0.88,647.88,1
blackjack,9,2854,7.96,7,2,2,658.56,1,580.15,1
blacklist,9,485,6.18,8,2,2,715.82,1,660.61,1
blackmail,9,927,6.83,7,2,2,739.42,0.97,637.41,1
blackness,9,487,6.19,7,2,2,637.94,1,588.04,1
blackout,8,672,6.51,6,2,2,653.41,1,672.35,1
blacks,6,10744,9.28,5,1,2,627.88,0.97,612.18,1
black's,7,657,6.49,5,1,2,753.16,0.94,580.69,0.96
blacksmith,10,4749,8.47,8,2,2,781.25,0.97,617.3,1
bladder,7,1649,7.41,5,2,1,686.58,0.94,577.67,1
blade,5,9592,9.17,4,1,1,542.93,0.94,591.44,1
blades,6,4321,8.37,5,1,2,676.12,0.97,606.07,1
blame,5,17326,9.76,4,1,1,546.31,1,576.12,0.96
blamed,6,2789,7.93,5,1,2,656.19,0.97,600.63,1
blameless,9,256,5.55,7,2,2,673.52,0.91,643.77,1
blaming,7,2373,7.77,6,2,2,658,0.94,593.74,1
bland,5,1678,7.43,5,1,1,653.13,0.91,552.46,0.96
blank,5,15240,9.63,5,1,1,533.03,0.97,556.68,1
blanket,7,3814,8.25,7,2,1,630.48,0.97,575.44,1
blankets,8,1033,6.94,8,2,2,673.15,0.97,602.19,1
blanks,6,2524,7.83,6,1,2,584.75,0.94,581.12,1
blaring,7,222,5.4,6,2,2,643.29,0.88,630.14,1
blast,5,18943,9.85,5,1,1,598.09,1,561.96,1
blasted,7,1574,7.36,7,2,2,633.06,1,629.92,1
blasting,8,1844,7.52,7,2,2,672.15,0.97,603.74,1
blasts,6,1449,7.28,6,1,2,684.43,1,604.17,1
blaze,5,4591,8.43,4,1,1,584.62,0.97,619.82,1
blazer,6,901,6.8,5,2,2,590.03,1,595.44,1
blazing,7,2947,7.99,6,2,2,638.59,1,604.92,0.96
bleach,6,1319,7.18,4,1,1,587.52,1,579.62,1
bleached,8,250,5.52,5,1,2,716.12,0.97,635.04,1
bleachers,9,245,5.5,6,2,3,745.16,0.97,634,1
bleaching,9,254,5.54,6,2,2,642.73,0.97,635.89,1
bleed,5,2526,7.83,4,1,1,627.39,1,646.61,1
bleeding,8,4309,8.37,6,2,2,701.12,1,607.48,1
bleeds,6,520,6.25,5,1,2,646.5,0.94,612.62,1
blemish,7,244,5.5,6,2,1,635.58,1,634.33,1
blemishes,9,289,5.67,8,3,2,671.56,1,658.08,1
blend,5,3255,8.09,5,1,1,594.88,1,566.81,1
blended,7,860,6.76,7,2,2,693,1,575.85,1
blender,7,972,6.88,6,2,2,658,1,598.25,1
blending,8,905,6.81,7,2,2,694.09,0.97,625.24,1
blends,6,659,6.49,6,1,2,600.31,0.97,648.54,1
bless,5,3927,8.28,4,1,1,595.82,0.97,583.62,1
blessed,7,5749,8.66,6,2,2,580.12,1,554.93,1
blessing,8,6964,8.85,6,2,2,588.41,1,672.07,1
blessings,9,2071,7.64,7,2,3,681.87,0.97,605.12,1
blew,4,5337,8.58,3,1,1,673.06,0.97,621.68,1
blimp,5,317,5.76,5,1,1,728.45,0.91,632.11,1
blind,5,13559,9.51,5,1,1,537.37,1,555.27,0.96
blinded,7,2269,7.73,7,2,2,683.36,1,623.86,1
