Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,I_Mean_RT,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
blinders,8,321,5.77,7,2,3,732.9,0.88,632.85,1
blinding,8,811,6.7,7,2,2,735.47,0.94,700.74,0.96
blindness,9,1337,7.2,8,2,2,652.4,1,636.77,1
blink,5,2056,7.63,5,1,1,557.57,1,580.68,1
blinked,7,560,6.33,6,1,2,677.91,1,586.85,1
blinking,8,2036,7.62,7,2,2,656.76,0.97,604.46,1
bliss,5,2218,7.7,4,1,1,627.69,0.94,595.52,1
blissful,8,423,6.05,6,2,2,733.16,0.91,648.37,1
blister,7,423,6.05,6,2,1,658.84,0.97,594.82,1
blisters,8,414,6.03,7,2,2,592.12,1,614.07,1
blitz,5,1456,7.28,5,1,1,695.48,1,587.41,0.96
blizzard,8,2102,7.65,6,2,1,632.8,1,666.63,1
bloat,5,564,6.34,4,1,1,679.23,0.94,621.7,1
bloated,7,1640,7.4,6,2,2,667.43,0.91,624.78,1
blob,4,1170,7.06,4,1,1,668.4,0.86,575.82,1
block,5,33257,10.41,4,1,1,549.48,0.97,552.71,1
blockage,8,357,5.88,6,2,2,705.71,0.94,611.59,1
blocked,7,4951,8.51,5,1,2,599.33,1,576.35,1
blocking,8,4435,8.4,6,2,2,639.58,1,625.25,1
blocks,6,14411,9.58,5,1,2,649.88,1,575.93,1
blonde,6,6624,8.8,5,1,1,631.97,1,594.36,1
blondes,7,1089,6.99,6,1,2,610.21,0.94,632.23,0.96
blood,5,51801,10.86,4,1,1,571.97,1,573.07,1
bloodbath,9,198,5.29,7,2,2,763.94,0.94,701.59,1
bloodhound,10,271,5.6,8,2,2,728.15,1,679.89,1
bloodshed,9,720,6.58,7,2,2,748.88,0.97,643.64,0.97
bloodshot,9,429,6.06,7,2,2,710.44,0.97,586.52,1
bloody,6,8726,9.07,5,2,2,696.25,0.97,594.36,1
bloom,5,3773,8.24,4,1,1,641.33,0.97,587.64,1
bloomer,7,201,5.3,5,2,2,658.5,0.91,682.92,0.96
blooming,8,703,6.56,6,2,2,599.29,1,640.04,1
blooms,6,680,6.52,5,1,2,625.18,1,680.42,1
blossom,7,890,6.79,5,2,1,657.94,0.94,639.04,1
blossoms,8,663,6.5,6,2,2,649.69,0.94,619.61,1
blot,4,529,6.27,4,1,1,586.8,0.88,609.71,1
blouse,6,1685,7.43,4,1,1,674.7,0.97,582.61,1
blouses,7,214,5.37,6,2,2,680.9,0.97,614.33,1
blow,4,16920,9.74,3,1,1,619.12,1,561.55,1
blower,6,536,6.28,4,1,2,723.66,0.94,593.75,1
blowfish,8,397,5.98,6,2,2,722.24,0.97,637.81,0.96
blowing,7,4788,8.47,5,2,2,590,1,614.04,0.96
blown,5,5759,8.66,4,1,2,634.03,0.94,573.04,1
blowout,7,753,6.62,5,2,2,702.26,1,638.32,1
blows,5,4716,8.46,4,1,2,627.4,1,554.59,1
blueberry,9,318,5.76,7,3,2,686.88,1,602.89,0.96
bluebird,8,268,5.59,6,2,2,683.58,1,673.11,1
blueprint,9,746,6.61,8,2,2,633.79,1,612,1
bluff,5,1101,7,4,1,1,697.71,1,579.57,1
bluffing,8,304,5.72,6,2,2,759.77,0.91,640.59,1
bluffs,6,260,5.56,5,1,2,667.47,0.86,622.04,1
blunder,7,665,6.5,6,2,1,666.84,0.94,605.26,0.96
blunders,8,399,5.99,7,2,2,774.6,0.94,604.62,1
blunt,5,1713,7.45,5,1,1,617.88,0.97,587.39,1
blur,4,1628,7.4,3,1,1,610.94,0.97,597.93,1
blurred,7,695,6.54,4,1,2,611.69,0.97,612.46,1
blurry,6,592,6.38,4,2,2,691.32,0.94,606,1
blush,5,1254,7.13,4,1,1,555.97,1,626,1
blushed,7,933,6.84,5,1,2,716.76,1,588.28,1
blushing,8,650,6.48,6,2,2,630.78,0.97,623.11,1
boar,4,414,6.03,3,1,1,681.7,0.94,670.93,1
board,5,79617,11.28,4,1,1,562.73,1,607.33,1
boarded,7,770,6.65,6,2,2,656.06,0.94,689.15,0.96
boarder,7,420,6.04,5,2,2,663.03,0.94,667.57,1
boarding,8,1554,7.35,6,2,2,769.29,0.97,699.59,0.96
boards,6,23212,10.05,5,1,2,658.83,0.97,588.04,1
board's,7,537,6.29,5,1,2,671.94,1,603,1
boardwalk,9,572,6.35,7,2,2,666.58,0.97,643.11,1
boast,5,958,6.86,4,1,1,626.24,0.97,574.15,1
boasted,7,340,5.83,6,2,2,622.64,1,597.88,1
boasting,8,393,5.97,6,2,2,683.88,1,633.27,1
boasts,6,731,6.59,5,1,2,743.44,1,643.54,1
boat,4,15857,9.67,3,1,1,549.78,1,617.04,1
boaters,7,352,5.86,5,2,3,697.5,0.94,681.44,0.96
boating,7,1033,6.94,5,2,2,663.19,0.97,632.63,1
boats,5,5615,8.63,4,1,2,603.35,0.94,607.93,1
bob,3,63942,11.07,3,1,1,652.55,0.97,569.15,1
bobcat,6,214,5.37,6,2,2,742.97,0.94,622.92,0.96
Bob's,5,2102,7.65,4,1,2,670.79,0.97,578.92,1
bodies,6,14302,9.57,5,2,2,638.25,0.97,611.14,1
bodily,6,2204,7.7,6,3,2,714.2,0.94,615.96,1
body,4,116235,11.66,4,2,1,577.58,1,583.96,1
bodyguard,9,3665,8.21,8,3,2,751.64,1,694.19,0.96
body's,6,1120,7.02,5,2,2,656.07,0.91,608.79,0.97
bodywork,8,245,5.5,7,3,2,711.09,1,700.96,1
boil,4,3837,8.25,3,1,1,625.8,1,586.69,0.96
boiled,6,1941,7.57,4,1,2,640.97,0.94,609.11,1
boiler,6,888,6.79,4,2,2,628.61,1,580.04,1
boilers,7,384,5.95,5,2,3,676.55,0.97,690.04,1
boils,5,1551,7.35,4,1,2,665.42,0.97,606.85,1
bold,4,5486,8.61,4,1,1,531.26,1,567.67,1
bolder,6,243,5.49,5,2,2,717.16,0.94,635,1
boldly,6,1261,7.14,6,2,2,711.57,0.88,643.89,0.96
boldness,8,221,5.4,7,2,2,715.19,0.97,633.63,0.96
Bolivia,7,1739,7.46,7,3,1,748.77,0.94,643.62,1
bolt,4,7295,8.89,4,1,1,704.33,1,574.71,1
bolted,6,764,6.64,6,2,2,670.21,0.97,649.42,1
bolting,7,217,5.38,6,2,2,651.41,0.94,640.14,1
bolts,5,3106,8.04,5,1,2,601.06,0.97,608.29,1
bomb,4,15377,9.64,3,1,1,602.45,0.97,578.46,1
bombard,7,267,5.59,7,2,1,732.97,0.94,643.21,0.97
bombed,6,1717,7.45,4,1,2,583.97,0.91,610.17,0.96
bombers,7,1972,7.59,5,2,3,749.5,0.88,614.85,1
bombings,8,702,6.55,6,2,3,676.35,1,638.37,1
beg,3,4583,8.43,3,1,1,627.32,0.97,601.7,1
began,5,40481,10.61,5,2,1,660.48,1,665,0.96
beggar,6,682,6.53,4,2,2,725.34,0.94,622.36,1
beggars,7,608,6.41,5,2,3,741.27,0.88,631.32,1
begged,6,1190,7.08,4,1,2,645.73,0.94,601,1
begging,7,3090,8.04,5,2,2,707.68,0.97,588.46,1
beginner,8,3841,8.25,6,3,2,695.19,0.97,614.15,1
beginners,9,4393,8.39,7,3,3,709,0.94,693,1
beginner's,10,889,6.79,7,3,3,794.09,0.97,640.85,1
beginning,9,43739,10.69,7,3,2,701.78,1,650.52,1
beginnings,10,1258,7.14,8,3,3,694.29,0.94,607.58,0.96
begins,6,14702,9.6,6,2,2,636.56,0.97,633.54,1
begs,4,1175,7.07,4,1,2,727.52,0.88,674.85,1
begun,5,7341,8.9,5,2,1,753.75,0.91,623.82,1
behalf,6,8393,9.04,5,2,1,629.68,1,624.54,1
behave,6,5743,8.66,5,2,1,699.13,0.97,571.26,1
behaved,7,1413,7.25,6,2,2,638.09,0.97,635.07,1
behaving,8,1294,7.17,7,3,2,651.03,0.97,632.63,1
behavior,8,29913,10.31,7,3,2,550.03,0.97,623,1
behaviors,9,3042,8.02,8,3,3,699.21,1,642.86,1
behind,6,64875,11.08,6,2,1,558.47,1,627.75,1
behold,6,2568,7.85,6,2,1,599.5,1,610.29,1
beholder,8,1128,7.03,7,3,2,647.27,0.97,631.72,1
beings,6,10940,9.3,5,2,3,726.88,1,689.96,1
belated,7,275,5.62,7,3,3,686.48,0.91,626.82,1
Belgium,7,6626,8.8,6,2,1,675.41,0.97,655.43,1
belief,6,19406,9.87,5,2,1,587.97,1,573.63,1
beliefs,7,14753,9.6,6,2,2,677.06,0.97,611.3,1
believed,8,14688,9.59,6,2,2,662.7,1,617.93,1
believer,8,3090,8.04,6,3,2,732.77,0.94,655.72,1
believers,9,3024,8.01,7,3,3,721.94,1,637.35,1
believes,8,11978,9.39,6,2,2,677.16,0.94,615.68,1
believing,9,6998,8.85,7,3,2,718.91,1,625.82,1
bell,4,24815,10.12,3,1,1,560.75,1,600.32,1
bellies,7,366,5.9,5,2,2,683.28,0.91,650.56,0.96
bellow,6,290,5.67,4,2,1,709.81,0.91,602.29,1
bellows,7,717,6.58,5,2,2,664.06,0.94,608.89,0.96
bells,5,2899,7.97,4,1,2,622.47,1,560.81,1
belly,5,5986,8.7,4,2,1,559.94,1,584.25,1
belong,6,14806,9.6,5,2,1,599.03,0.94,593.71,1
belonged,8,2000,7.6,6,2,2,665.06,0.97,654.61,1
belonging,9,2332,7.75,7,3,2,688.88,0.97,593.96,1
belongings,10,615,6.42,8,3,3,711.67,0.97,604.04,1
belongs,7,8245,9.02,6,2,2,667.85,1,565.37,1
beloved,7,3788,8.24,7,3,3,638.13,1,618.12,1
below,5,90658,11.41,4,2,1,595.59,0.97,602.57,1
belt,4,10820,9.29,4,1,1,595.88,1,575.81,1
belts,5,2336,7.76,5,1,2,651.12,1,598.3,1
Ben,3,22159,10.01,3,1,1,571.37,1,596.89,1
bench,5,5360,8.59,4,1,1,563.85,1,582.59,1
benches,7,555,6.32,6,2,2,643.97,0.94,631.96,1
bending,7,2225,7.71,6,2,2,705.19,0.97,642.39,1
bends,5,1134,7.03,5,1,2,670.48,0.94,602.86,1
beneath,7,5784,8.66,5,2,1,678.94,0.97,645.17,1
Benedict,8,921,6.83,8,3,2,748.66,0.97,640.04,1
beneficial,10,4321,8.37,8,4,2,748.03,0.88,622.57,1
benefit,7,30754,10.33,7,3,1,668,0.97,597.19,1
benefits,8,38425,10.56,8,3,2,619.75,1,583.07,1
Benjamin,8,8638,9.06,8,3,1,717.94,0.97,676.52,0.96
Ben's,5,498,6.21,4,1,2,586.1,0.97,623.11,0.96
bent,4,8475,9.04,4,1,1,605.73,1,590.78,1
Berlin,6,7284,8.89,5,2,1,695.68,0.91,640,1
berries,7,612,6.42,5,2,2,680.56,0.97,610.54,1
berry,5,2897,7.97,4,2,1,584.45,1,619.07,0.97
beside,6,6896,8.84,5,2,2,760.06,0.94,633.04,1
besides,7,33522,10.42,6,2,3,677.91,1,670.3,1
bestseller,10,279,5.63,8,3,3,696.26,0.97,702.48,1
bet,3,29909,10.31,3,1,1,578.03,1,571.12,1
beta,4,50393,10.83,4,2,1,733.06,0.94,666.37,0.96
Beth,4,5137,8.54,3,1,1,670.78,0.97,557.89,1
betrayed,8,1567,7.36,6,2,2,644.35,1,680.78,1
betraying,9,344,5.84,7,3,2,774.38,0.97,685.96,1
bets,4,3245,8.08,4,1,2,718.5,0.9,606.54,1
betters,7,204,5.32,5,2,2,656.56,0.91,626.7,1
betting,7,2474,7.81,5,2,2,757.03,0.91,626.5,0.96
Betty,5,3316,8.11,4,2,2,567.18,1,550.82,1
beverage,8,1425,7.26,7,3,1,718.1,0.94,608.52,0.96
beware,6,5609,8.63,5,2,1,757.64,1,619.31,0.96
bewildered,10,540,6.29,8,3,2,741.27,0.97,682.86,1
beyond,6,43775,10.69,5,2,1,727.35,1,608.19,1
bias,4,9171,9.12,4,1,1,694.56,0.97,598.29,1
Bible,5,24550,10.11,4,2,1,547.21,1,564.41,1
Bibles,6,626,6.44,5,2,2,619.86,0.91,666.04,1
biblical,8,4182,8.34,7,3,2,775.83,1,682.81,1
bicycle,7,5038,8.52,6,3,2,679.77,1,669.55,1
bicycles,8,1412,7.25,7,3,3,614.31,1,654.27,1
bid,3,121985,11.71,3,1,1,689.97,0.97,586.37,1
bids,4,53928,10.9,4,1,2,614.33,0.91,610.86,1
bigger,6,19124,9.86,4,2,2,646.21,0.97,588.04,1
biggest,7,17942,9.79,6,2,2,648.7,0.97,593.57,1
bikini,6,1391,7.24,6,3,1,635.12,0.97,620.96,1
bill,4,116919,11.67,3,1,1,588.39,0.97,584.56,1
billboard,9,1112,7.01,7,2,2,718.3,1,607.31,1
billboards,10,416,6.03,8,2,3,685.58,0.94,663.77,1
billed,6,1959,7.58,4,1,2,679.26,1,684.85,1
billiards,9,316,5.76,7,2,1,737.03,1,691.33,1
billing,7,4331,8.37,5,2,2,603.03,0.94,638.86,1
billion,7,20698,9.94,6,2,1,792.68,0.88,647.26,1
billions,8,4131,8.33,7,2,2,677.21,0.97,678.81,1
bills,5,10428,9.25,4,1,2,653.77,1,608.04,1
Bill's,6,1822,7.51,4,1,2,632.09,0.94,574.11,0.97
Billy,5,10729,9.28,4,2,2,648.22,0.97,599.38,1
bin,3,15831,9.67,3,1,1,703.42,0.89,578.79,1
binders,7,336,5.82,6,2,3,749.12,1,658.65,1
binding,7,8424,9.04,6,2,2,709.94,0.94,701.23,0.96
binds,5,820,6.71,5,1,2,724.48,0.94,643.28,0.96
binge,5,291,5.67,4,1,1,741.48,0.97,629.63,1
bingo,5,1469,7.29,5,2,1,567.52,1,657.65,1
bins,4,716,6.57,4,1,2,730.06,0.94,605.04,1
biography,9,2988,8,8,4,3,712.53,1,656.85,0.96
biology,7,10686,9.28,7,4,3,621.58,0.97,592.25,1
bird,4,19070,9.86,3,1,1,596,0.97,587.71,1
birdie,6,604,6.4,4,2,2,780.13,0.88,698,1
birds,5,14487,9.58,4,1,2,559.3,1,627.79,1
bird's,6,594,6.39,4,1,2,629.12,0.97,596.07,1
birth,5,23367,10.06,3,1,1,590.81,0.97,613.93,1
birthday,8,8557,9.05,5,2,2,682.71,0.97,597,1
birthplace,10,665,6.5,7,2,2,759.71,0.94,593.46,1
biscuit,7,599,6.4,6,2,1,623.88,0.94,633.19,1
biscuits,8,690,6.54,7,2,2,702.41,0.97,627.77,1
bishop,6,5501,8.61,5,2,1,588.71,0.88,621.39,1
bandit,6,1965,7.58,6,2,1,715.09,1,590.04,1
bandits,7,1998,7.6,7,2,2,680.1,0.91,627.11,1
bands,5,17342,9.76,5,1,2,656.33,1,570.79,1
bang,4,6789,8.82,3,1,1,633.03,1,622.59,1
banging,7,1386,7.23,5,2,2,753.13,0.97,667.81,1
bangs,5,826,6.72,4,1,2,633.52,0.94,608.35,1
banish,6,315,5.75,5,2,1,656.97,0.88,696.82,1
banished,8,993,6.9,6,2,2,690.73,0.97,637.93,1
banishing,9,283,5.65,7,3,2,733.97,0.91,641.19,1
banjo,5,1022,6.93,5,2,1,790.5,0.91,659.22,1
banked,6,295,5.69,5,1,2,691.77,0.94,618.18,1
banker,6,1088,6.99,5,2,2,609.86,1,604.48,1
bankers,7,1558,7.35,6,2,3,660.82,0.94,583.67,1
banking,7,6745,8.82,6,2,2,591.65,0.94,595.11,1
bankroll,8,386,5.96,7,2,2,772.61,0.94,672.5,1
bankrupt,8,2265,7.73,8,2,2,644.29,1,587.52,0.96
banks,5,13353,9.5,5,1,2,575.68,0.94,605.14,1
banned,6,7274,8.89,4,1,2,733.69,0.97,589.08,1
banner,6,3113,8.04,4,2,1,652.19,0.94,582.48,1
banners,7,738,6.6,5,2,2,628.56,1,651.56,1
banquet,7,1564,7.36,7,2,1,705.39,0.97,659.89,1
bans,4,1179,7.07,4,1,2,730.72,0.88,560,1
baptism,7,1698,7.44,7,3,2,727.26,1,652.48,0.96
Baptist,7,1687,7.43,7,2,2,628.03,1,642.96,1
Baptists,8,279,5.63,8,2,3,787.88,0.94,620.48,1
baptized,8,927,6.83,7,2,3,745.35,1,608.35,0.96
bar,3,31561,10.36,3,1,1,572.97,0.97,579.57,1
barbaric,8,895,6.8,8,3,2,766.27,1,689.58,1
barbecue,8,534,6.28,8,3,1,633.09,0.97,577.41,0.96
barbell,7,628,6.44,6,2,1,760.94,0.94,629.89,0.96
barber,6,2119,7.66,5,2,1,656.41,1,586.67,1
bare,4,8494,9.05,3,1,1,609.79,0.97,577.93,1
barefoot,8,1070,6.98,6,2,2,626.5,1,630.33,1
barely,6,9840,9.19,5,2,2,647.03,1,638.31,0.96
bargain,7,3813,8.25,6,2,1,710.03,0.97,625.89,1
bargains,8,784,6.66,7,2,2,744.5,0.97,619.39,1
barge,5,3041,8.02,4,1,1,787.17,0.85,628.52,0.96
bark,4,2441,7.8,4,1,1,637.82,0.97,581.86,1
barking,7,1640,7.4,6,2,2,691.68,0.94,602.77,0.96
barn,4,2575,7.85,4,1,1,629.82,0.94,577.33,0.96
barns,5,323,5.78,5,1,2,672.76,0.97,609.96,1
barrel,6,6836,8.83,5,2,1,681.52,0.88,625.22,1
barrels,7,1878,7.54,6,2,2,638.97,0.94,655.46,1
barren,6,775,6.65,5,2,1,705.73,0.88,622.88,0.96
barrier,7,7209,8.88,5,2,1,652.15,0.97,630.11,0.96
barriers,8,2539,7.84,6,2,2,640.79,1,606.07,1
barring,7,1889,7.54,5,2,2,760.1,0.88,685,1
Barry,5,20538,9.93,4,2,1,692.35,0.94,593.48,1
bars,4,9206,9.13,4,1,2,568.35,0.97,612.76,1
bartender,9,1125,7.03,8,3,3,655.88,1,606.11,0.96
base,4,59143,10.99,3,1,1,540.81,0.97,587.52,1
baseball,8,18372,9.82,6,2,2,651.27,0.97,589.85,1
baseline,8,1532,7.33,6,2,2,677.44,0.97,636.93,1
baseman,7,277,5.62,6,2,2,727.9,0.91,688.56,1
basement,8,4682,8.45,7,2,2,661.42,1,592.21,1
basements,9,216,5.38,8,2,3,665.29,0.97,633.7,1
bases,5,7108,8.87,5,2,2,596.66,1,669.04,1
bash,4,4672,8.45,3,1,1,623.38,0.94,603.36,1
bashful,7,212,5.36,5,2,2,662.76,0.97,596.25,1
basic,5,73227,11.2,5,2,2,585.52,1,591.58,1
basically,9,36795,10.51,7,3,3,754.62,1,641.61,1
basics,6,5364,8.59,6,2,3,637.03,0.94,647.44,1
basis,5,48314,10.79,5,2,2,674.3,0.97,657.82,1
basket,6,2815,7.94,6,2,1,649.88,1,584.07,1
baskets,7,537,6.29,7,2,2,692.57,1,591.5,1
bastard,7,4683,8.45,6,2,1,633.26,1,598.66,1
bastards,8,2966,7.99,7,2,2,738.21,0.93,648.46,1
batch,5,10263,9.24,3,1,1,716.88,0.94,594.39,1
bath,4,5621,8.63,3,1,1,603.85,0.97,578.63,0.96
bathed,6,502,6.22,4,1,2,660.63,0.97,652.69,0.96
bathing,7,1506,7.32,5,2,2,643.29,0.97,639.54,0.96
bathrobe,8,187,5.23,6,2,2,734.62,0.97,644.75,1
bathroom,8,6414,8.77,6,2,2,553.7,1,583.1,1
bathrooms,9,669,6.51,7,2,3,653.74,0.97,586.93,1
baths,5,1084,6.99,4,1,2,605.15,1,626.15,0.96
bathtub,7,988,6.9,6,2,2,668.78,1,604.96,1
batman,6,11544,9.35,6,2,2,609.47,0.94,603.3,1
bats,4,3884,8.26,4,1,2,639.44,0.97,575.63,0.96
batter,6,1364,7.22,4,2,1,724.48,0.97,639.48,1
battered,8,1156,7.05,5,2,2,633.58,1,575.57,1
batteries,9,7541,8.93,7,3,2,697.71,0.97,623.5,1
battery,7,27473,10.22,6,3,1,600.45,1,615.46,1
battles,7,5204,8.56,5,2,2,681.28,0.94,634.04,1
battleship,10,906,6.81,7,3,2,694.56,1,619.46,1
bays,4,1167,7.06,3,1,2,743.37,0.86,624.96,0.96
beach,5,26666,10.19,3,1,1,649.53,1,623.64,1
beaches,7,3102,8.04,5,2,2,636.84,0.94,612.16,1
beads,5,2210,7.7,4,1,2,714.94,0.97,644.23,0.96
beaker,6,406,6.01,4,2,1,775.38,0.97,681.19,0.96
beam,4,7878,8.97,3,1,1,633.36,0.97,603.28,1
beaming,7,560,6.33,5,2,2,743.03,0.97,657.85,1
beams,5,1990,7.6,4,1,2,695.16,0.91,626.19,1
bean,4,3575,8.18,3,1,1,660.38,1,638,1
beans,5,4851,8.49,4,1,2,556.23,0.97,641.16,1
bearable,8,335,5.81,6,3,2,786.18,0.97,689.63,1
bearer,6,905,6.81,4,2,2,699.73,0.88,697.67,1
bearing,7,6984,8.85,5,2,2,659.65,1,625.44,0.96
bearings,8,4094,8.32,6,2,3,611.18,0.97,656.81,1
bears,5,8356,9.03,4,1,2,673.91,0.97,660.89,1
bear's,6,411,6.02,4,1,2,632.81,0.97,640.15,0.96
beast,5,16393,9.7,4,1,1,622.21,0.97,624.33,1
beasts,6,3388,8.13,5,1,2,713.74,0.97,611.42,1
beat,4,33104,10.41,3,1,1,590.16,1,550,1
beaten,6,6726,8.81,4,2,2,684.54,1,679.58,1
beater,6,305,5.72,4,2,2,721.69,0.94,656.58,1
beating,7,7413,8.91,5,2,2,670.75,0.97,624.21,1
beatings,8,739,6.61,6,2,3,688.91,0.97,625.63,1
beats,5,6306,8.75,4,1,2,641.68,0.94,617.08,1
beauties,8,537,6.29,6,2,2,690.76,1,635.44,1
beautiful,9,31342,10.35,7,3,2,700.57,0.97,613.14,1
beauty,6,12714,9.45,5,2,1,574.94,0.97,580.96,1
beaver,6,1727,7.45,4,2,1,636.97,0.97,661.26,1
became,6,34338,10.44,5,2,1,627.79,1,615.27,1
beckoned,8,249,5.52,6,2,2,723.31,0.94,687.36,1
become,6,93420,11.44,5,2,1,578.03,1,592.85,1
becomes,7,29891,10.31,6,2,2,611.41,1,634.92,0.96
becoming,8,19871,9.9,7,3,2,643.12,0.97,673.41,1
bed,3,31345,10.35,3,1,1,557.06,0.97,555,1
bedding,7,802,6.69,5,2,2,661.7,0.94,602.59,0.96
bedrock,7,344,5.84,6,2,2,760.59,0.94,658.11,1
bedroom,7,6735,8.82,6,2,2,671.94,1,593.75,1
bedrooms,8,813,6.7,7,2,3,702.09,0.97,619.85,1
beds,4,2424,7.79,4,1,2,613.79,1,594.62,1
bedside,7,555,6.32,6,2,2,727.79,0.97,566.15,1
bedtime,7,1245,7.13,6,2,2,600.09,0.97,589.41,1
beef,4,5285,8.57,3,1,1,590.88,0.97,611.46,1
beep,4,2303,7.74,3,1,1,623.58,0.97,584.91,1
beeps,5,1160,7.06,4,1,2,616.78,0.97,663.96,1
beer,4,24708,10.11,3,1,1,587.18,1,574.07,0.96
beers,5,4093,8.32,4,1,2,637.55,0.97,605.36,0.96
bees,4,5073,8.53,3,1,2,619.7,0.97,603.71,1
beet,4,420,6.04,3,1,1,723.33,0.91,586.33,0.96
beetle,6,1026,6.93,4,2,1,618,1,640.18,1
beetles,7,393,5.97,5,2,2,707.38,0.94,625.92,1
auditions,9,263,5.57,6,3,3,732.55,1,704.33,1
auditor,7,2150,7.67,5,3,3,713.83,0.97,673.29,0.96
August,6,20056,9.91,5,2,1,653.38,0.97,560.15,1
aunt,4,2845,7.95,3,1,1,646.58,1,669.5,1
Austin,6,19579,9.88,5,2,1,681.56,1,599.11,1
author,6,53382,10.89,3,2,1,538.56,1,557.81,1
authority,9,23585,10.07,7,4,2,641.29,1,595.27,1
authorize,9,915,6.82,6,3,2,727.85,1,642.58,0.96
authorized,10,6893,8.84,7,3,3,726.76,1,618.56,1
authors,7,20952,9.95,4,2,2,630.91,0.97,598.64,1
author's,8,4003,8.29,4,2,2,707.66,1,588.33,1
auto,4,15581,9.65,3,2,1,592.32,1,589.43,1
automatic,9,16853,9.73,8,4,3,656.52,0.97,655.85,1
automobile,10,3053,8.02,8,4,2,679.87,0.97,655.44,1
automotive,10,2969,8,8,4,3,782.41,0.97,667.11,1
autopsy,7,1357,7.21,6,3,1,660.74,0.91,694.88,0.96
autos,5,1036,6.94,4,2,2,681.18,1,590.59,1
autumn,6,3168,8.06,4,2,1,728.97,1,643.86,1
avalanche,9,1654,7.41,7,3,1,666.74,0.94,683.85,0.96
avenge,6,271,5.6,5,2,2,769.77,0.88,691.33,0.96
avenging,8,195,5.27,7,3,3,758.45,0.91,678.93,0.96
avenue,6,20151,9.91,5,3,1,644.41,0.94,615.44,1
average,7,61913,11.03,6,3,1,634.56,1,587.15,1
averages,8,2174,7.68,8,4,2,755,0.94,625.23,1
avocado,7,300,5.7,7,4,1,672.39,0.94,674.08,1
avoid,5,45327,10.72,4,2,1,594,1,609.43,1
avoidable,9,224,5.41,7,4,2,743.34,0.97,648,0.96
avoidance,9,1075,6.98,6,3,2,771.23,0.97,690.71,1
avoided,7,5306,8.58,6,3,2,636.85,1,587,1
avoiding,8,5099,8.54,6,3,2,712.94,1,630.75,1
avoids,6,1780,7.48,5,2,2,654.77,0.94,658.82,1
await,5,1682,7.43,4,2,2,670.41,0.97,586,0.97
awaited,7,799,6.68,6,3,3,734.85,0.97,590.52,1
awaiting,8,3446,8.14,6,3,3,662.75,0.94,634.77,1
awaits,6,772,6.65,5,2,3,668.25,0.97,598.28,1
awake,5,3506,8.16,4,2,2,576.85,1,583.44,1
awaken,6,923,6.83,6,3,3,623.09,1,619.79,1
award,5,15755,9.66,5,2,1,679.68,0.97,590.88,1
awarded,7,4691,8.45,7,3,2,694.33,0.97,594.73,1
awarding,8,437,6.08,7,3,2,732.34,1,604.37,1
awards,6,9140,9.12,6,2,2,562.66,0.94,652.82,1
aware,5,37088,10.52,4,2,1,622.55,0.97,564.39,1
awareness,9,7758,8.96,7,3,2,661.26,1,589.38,1
awesome,7,8401,9.04,3,2,2,647.27,0.97,592.36,1
awful,5,8797,9.08,3,2,2,642.09,0.97,569.74,1
awfully,7,2470,7.81,4,3,3,741.24,0.88,676.74,1
awkward,7,2521,7.83,5,2,1,734.19,0.94,581.08,0.96
awoke,5,1078,6.98,4,2,2,703.58,0.97,556.41,1
axe,3,3070,8.03,3,1,1,661.77,0.97,604.75,0.96
axes,4,1689,7.43,5,2,2,579.31,1,612.96,1
axis,4,4865,8.49,5,2,2,643.24,1,621.14,1
axle,4,1741,7.46,4,2,1,727.19,0.97,609.37,1
babble,6,1026,6.93,4,2,1,656.5,0.94,576.37,1
babe,4,3163,8.06,3,1,1,631,0.97,610.84,1
babes,5,1334,7.2,4,1,2,624.8,0.94,631.29,1
babies,6,8483,9.05,5,2,2,563.53,1,580.89,0.96
baby,4,35810,10.49,4,2,1,523.82,0.97,583,1
Babylon,7,6287,8.75,7,3,1,741.74,1,703.18,1
baby's,6,1595,7.37,5,2,2,594.12,1,619.79,1
Bach,4,3284,8.1,3,1,1,661.57,0.91,659.74,0.96
bachelor,8,2202,7.7,6,3,1,665.21,0.97,623.52,1
bachelors,9,1086,6.99,7,3,2,695.9,0.91,632.29,1
backbone,8,4126,8.33,6,2,2,661.24,1,615.68,1
backdoor,8,429,6.06,6,2,2,710.63,0.97,657.38,1
backdrop,8,908,6.81,7,2,2,792.16,0.97,609.67,1
backed,6,6882,8.84,4,1,2,678.17,0.91,626.37,1
background,10,43848,10.69,8,2,2,638.88,1,602.55,1
backhand,8,423,6.05,7,2,2,668.45,0.94,656.21,1
backing,7,6092,8.71,5,2,2,732.69,0.94,608.96,1
backlash,8,1808,7.5,6,2,2,746.61,0.94,649.38,0.96
backpack,8,1933,7.57,6,2,2,687.21,0.97,592.35,1
backs,5,4792,8.47,4,1,2,617.27,0.94,591.89,1
backseat,8,220,5.39,6,2,2,731.38,1,648.71,0.97
backside,8,1231,7.12,6,2,2,701.09,0.97,590.04,1
backspace,9,1126,7.03,7,2,2,786.59,0.97,641.64,1
backstage,9,1173,7.07,7,2,2,645.1,0.94,633.38,1
backup,6,21879,9.99,5,2,2,676.41,0.97,596.59,1
