"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"demand","6","10.16","6","2","2","573.06","1.00","563.27","1.00"
"demanded","8","8.25","8","3","3","723.24","0.97","651.50","0.97"
"demanding","9","8.61","8","3","3","686.52","0.97","646.36","1.00"
"demands","7","9.04","7","2","3","578.33","1.00","579.70","1.00"
"demented","8","6.72","8","3","2","737.71","0.91","666.52","1.00"
"demo","4","10.11","4","2","1","600.97","0.94","639.28","1.00"
"Democrat","8","8.51","8","3","2","693.59","1.00","651.86","1.00"
"demon","5","9.10","5","2","1","689.28","0.97","621.33","1.00"
"Denmark","7","8.67","7","2","1","699.88","0.97","669.07","1.00"
"denial","6","8.54","6","2","2","620.47","1.00","661.00","1.00"
"denied","6","9.27","5","2","2","650.03","1.00","604.14","1.00"
"Dennis","6","9.73","5","2","1","670.31","0.97","606.42","1.00"
"denounce","8","6.79","6","2","2","735.48","0.97","651.63","1.00"
"dense","5","8.01","4","1","1","685.06","0.97","589.62","1.00"
"density","7","8.91","7","3","2","767.85","0.97","649.44","0.96"
"dent","4","7.81","4","1","1","744.32","0.91","584.56","1.00"
"dental","6","8.63","5","2","2","615.29","1.00","609.52","1.00"
"dentist","7","7.30","7","2","2","595.76","0.97","617.38","1.00"
"Denver","6","9.15","5","2","1","658.94","1.00","592.93","1.00"
"deny","4","9.48","4","2","1","643.84","0.91","608.59","1.00"
"depart","6","7.31","6","2","1","651.06","1.00","581.25","1.00"
"departed","8","6.97","8","3","2","710.85","1.00","636.96","1.00"
"departing","9","6.67","8","3","2","686.15","0.97","657.63","1.00"
"departure","9","8.22","7","3","2","695.28","0.97","662.71","1.00"
"depend","6","9.25","6","2","2","622.13","1.00","616.52","1.00"
"depended","8","7.03","8","3","3","676.52","0.97","677.56","1.00"
"depending","9","10.25","8","3","3","745.44","1.00","613.52","1.00"
"depends","7","10.31","7","2","3","638.03","0.97","576.96","1.00"
"depressed","9","8.34","7","2","3","573.42","1.00","645.93","1.00"
"depressing","10","7.59","8","3","3","653.31","0.97","625.89","1.00"
"depression","10","8.95","7","3","3","680.15","0.97","627.15","0.96"
"deprive","7","6.99","6","2","2","669.76","0.97","625.90","1.00"
"deprived","8","7.63","7","2","3","711.61","0.97","686.11","1.00"
"depth","5","9.44","4","1","1","625.52","0.97","575.23","1.00"
"depths","6","7.84","5","1","2","674.84","0.97","627.04","1.00"
"deputy","6","8.48","7","3","2","716.24","0.97","661.86","1.00"
"descend","7","6.96","6","2","2","703.67","1.00","689.96","0.96"
"described","9","10.36","8","2","3","655.76","1.00","688.58","1.00"
"deserve","7","9.39","5","2","2","652.97","1.00","643.56","0.96"
"dart","4","7.41","4","1","1","652.70","0.97","640.38","1.00"
"Darwin","6","7.84","6","2","2","750.88","0.97","655.38","1.00"
"dash","4","8.14","3","1","1","556.64","0.94","588.63","1.00"
"data","4","12.23","4","2","2","577.12","0.97","645.59","1.00"
"date","4","11.82","3","1","1","537.87","0.97","550.78","1.00"
"dated","5","9.16","5","2","2","600.00","0.97","621.22","1.00"
"dates","5","9.81","4","1","2","606.78","0.94","592.67","1.00"
"dating","6","8.65","5","2","2","603.63","0.97","593.18","1.00"
"daughter","8","9.88","4","2","1","560.00","1.00","557.48","1.00"
"daughters","9","8.22","5","2","2","682.50","1.00","618.46","1.00"
"daughter's","10","7.29","5","2","2","627.58","1.00","629.04","1.00"
"Dave","4","11.03","3","1","1","564.09","1.00","584.36","1.00"
"Dave's","6","7.55","4","1","2","641.00","0.97","607.93","0.96"
"David","5","11.84","5","2","1","667.48","0.97","598.93","1.00"
"David's","7","7.28","6","2","2","633.97","0.91","618.14","1.00"
"dawn","4","9.02","3","1","1","628.56","1.00","583.07","1.00"
"daylight","8","7.64","5","2","2","671.47","1.00","647.23","1.00"
"days","4","11.97","3","1","2","586.75","0.97","607.48","1.00"
"day's","5","7.73","3","1","2","602.62","1.00","577.79","1.00"
"daytime","7","8.01","5","2","2","595.18","0.97","605.64","1.00"
"dead","4","11.20","3","1","1","593.80","1.00","603.44","1.00"
"deadline","8","8.75","6","2","2","649.03","0.97","636.54","1.00"
"deadly","6","8.59","5","2","2","592.68","1.00","597.45","1.00"
"deaf","4","8.72","3","1","1","580.94","0.97","612.71","1.00"
"deal","4","11.34","3","1","1","601.82","1.00","616.70","1.00"
"dealer","6","9.78","4","2","2","675.64","1.00","611.93","1.00"
"dealers","7","9.33","5","2","3","633.88","1.00","663.19","0.96"
"dealer's","8","6.82","5","2","3","715.44","0.97","643.16","1.00"
"dealing","7","9.98","5","2","2","613.00","0.97","639.93","1.00"
"dealings","8","7.45","6","2","3","716.88","0.97","679.96","1.00"
"deals","5","9.55","4","1","2","601.49","1.00","568.11","1.00"
"dealt","5","9.01","4","1","2","667.39","0.94","671.96","0.96"
"dean","4","9.58","3","1","1","635.65","1.00","637.77","1.00"
"dear","4","10.29","3","1","1","600.12","1.00","595.64","1.00"
"dearly","6","7.09","5","2","2","625.66","0.94","640.54","1.00"
"death","5","11.26","3","1","1","545.53","1.00","565.12","1.00"
"deaths","6","8.73","4","1","2","652.71","1.00","628.96","1.00"
"debate","6","10.20","5","2","1","592.74","0.97","638.31","1.00"
"debated","7","7.59","7","3","2","669.88","0.97","626.04","1.00"
"debates","7","8.02","6","2","2","692.71","1.00","602.72","1.00"
"debating","8","8.03","7","3","2","694.55","1.00","659.81","1.00"
"decade","6","8.85","5","2","1","632.47","1.00","676.70","0.96"
"decades","7","8.98","6","2","2","638.09","1.00","639.93","0.96"
"decay","5","8.18","4","2","1","685.15","1.00","702.48","1.00"
"December","8","10.08","7","3","1","620.45","0.97","641.56","1.00"
"decide","6","10.49","5","2","1","605.36","0.97","623.37","1.00"
"decision","8","10.51","6","3","2","612.65","0.97","674.61","1.00"
"decisions","9","9.64","7","3","3","706.58","0.94","637.48","1.00"
"deck","4","10.27","3","1","1","659.38","0.97","589.07","1.00"
"decks","5","8.80","4","1","2","675.34","1.00","612.85","1.00"
"declared","8","9.29","7","2","2","612.34","0.97","653.68","1.00"
"declares","8","7.56","7","2","2","723.91","0.97","657.19","1.00"
"declaring","9","7.75","8","3","2","693.03","0.97","673.64","1.00"
"decline","7","8.71","6","2","2","606.65","1.00","644.97","1.00"
"declined","8","7.99","7","2","3","666.06","1.00","678.63","1.00"
"declining","9","7.43","8","3","3","709.58","0.97","675.65","1.00"
"decrease","8","8.77","6","2","2","689.32","1.00","649.73","1.00"
"deeds","5","7.78","4","1","2","608.41","1.00","623.15","1.00"
"deep","4","10.66","3","1","1","560.38","1.00","644.22","1.00"
"deeper","6","8.85","4","2","2","631.74","0.91","692.35","1.00"
"deepest","7","7.34","6","2","2","634.03","0.94","696.12","1.00"
"deeply","6","8.98","5","2","2","613.41","1.00","619.25","1.00"
"deer","4","8.50","3","1","1","580.91","1.00","633.19","1.00"
"default","7","10.30","6","2","1","637.59","0.97","646.43","1.00"
"defeated","8","8.42","7","3","2","702.73","1.00","699.68","1.00"
"defend","6","9.63","6","2","1","685.26","0.94","624.11","1.00"
"defended","8","7.80","8","3","2","690.31","0.97","647.29","1.00"
"defender","8","8.72","7","3","2","679.44","0.97","648.68","1.00"
"defenders","9","8.08","8","3","3","656.72","0.97","657.61","1.00"
"defense","7","10.36","6","2","1","672.06","0.97","658.81","1.00"
"defensive","9","8.69","8","3","2","664.09","1.00","627.58","1.00"
"define","6","10.10","5","2","2","589.03","0.97","639.78","1.00"
"defines","7","8.59","6","2","3","713.19","0.94","659.15","1.00"
"defining","8","8.62","7","3","3","700.16","0.91","628.76","1.00"
"crude","5","8.12","4","1","1","688.09","0.97","613.27","1.00"
"cruel","5","8.55","5","1","1","611.06","0.97","624.50","1.00"
"cruise","6","8.92","4","1","1","585.82","0.97","640.36","1.00"
"crumble","7","8.11","6","2","1","616.33","0.97","626.37","1.00"
"crunch","6","7.48","5","1","1","615.65","1.00","581.10","1.00"
"crusade","7","8.89","6","2","1","737.13","0.94","664.14","1.00"
"crush","5","8.18","4","1","1","614.66","0.97","587.96","1.00"
"crushed","7","8.02","5","1","2","604.50","1.00","631.89","1.00"
"crushing","8","7.25","6","2","2","635.13","0.97","647.93","1.00"
"crust","5","7.30","5","1","1","707.67","1.00","578.30","1.00"
"cry","3","9.49","3","1","1","564.97","0.97","576.27","1.00"
"crying","6","8.84","5","2","2","702.34","0.94","662.39","1.00"
"crystal","7","9.51","6","2","1","676.58","0.91","673.39","1.00"
"crystals","8","7.81","7","2","2","684.84","0.97","606.61","1.00"
"Cuba","4","8.82","5","2","1","610.56","1.00","670.12","1.00"
"Cuban","5","7.93","6","2","2","650.11","1.00","662.12","1.00"
"cube","4","8.52","4","1","1","589.82","1.00","633.26","1.00"
"cubes","5","7.31","5","1","2","630.94","1.00","679.07","1.00"
"cubic","5","7.48","6","2","2","688.39","1.00","699.83","1.00"
"cubs","4","7.21","4","1","2","689.22","0.97","634.11","0.97"
"cue","3","7.94","3","1","1","641.06","0.94","646.19","1.00"
"cues","4","7.08","4","1","2","661.56","0.97","677.52","1.00"
"cuffs","5","6.90","4","1","2","678.26","1.00","624.00","1.00"
"cult","4","9.29","4","1","1","669.77","0.97","658.96","1.00"
"cults","5","7.62","5","1","2","658.44","0.97","675.27","1.00"
"cultural","8","9.86","7","3","2","702.59","1.00","676.75","1.00"
"culture","7","10.55","5","2","1","615.54","1.00","616.78","1.00"
"cultured","8","6.75","6","2","2","630.27","1.00","693.93","1.00"
"cultures","8","9.08","6","2","2","689.35","1.00","657.18","1.00"
"cunning","7","6.97","5","2","1","715.06","0.97","698.59","1.00"
"cups","4","8.65","4","1","2","574.88","0.97","581.00","1.00"
"curb","4","7.62","3","1","1","629.82","1.00","628.96","1.00"
"cure","4","9.05","4","1","1","631.18","1.00","647.96","1.00"
"cured","5","7.76","5","1","2","695.94","0.97","664.18","1.00"
"curious","7","9.92","7","2","1","622.88","1.00","655.25","1.00"
"curl","4","7.12","3","1","1","627.51","1.00","592.19","1.00"
"curled","6","6.96","4","1","2","642.36","0.97","681.46","1.00"
"curling","7","6.82","5","2","2","662.00","0.97","666.21","1.00"
"curly","5","7.28","4","2","2","633.50","0.97","649.96","1.00"
"currency","8","9.18","7","3","2","651.39","0.97","668.36","1.00"
"current","7","11.93","6","2","2","623.56","0.97","613.73","1.00"
"currently","9","11.39","8","3","3","593.27","0.97","655.08","1.00"
"currents","8","7.39","7","2","3","702.32","1.00","630.54","1.00"
"curse","5","8.95","3","1","1","590.06","0.97","676.22","1.00"
"cursed","6","8.83","4","1","2","722.09","1.00","663.75","1.00"
"curses","6","7.46","5","2","2","711.81","0.97","654.64","1.00"
"cursing","7","6.74","5","2","2","688.12","1.00","607.61","1.00"
"curtains","8","6.80","5","2","2","653.03","0.97","663.78","1.00"
"curve","5","8.98","3","1","1","676.12","1.00","653.22","1.00"
"curved","6","7.63","4","1","2","682.59","1.00","613.25","0.97"
"curves","6","7.98","4","1","2","654.52","0.97","607.86","1.00"
"custom","6","9.81","6","2","1","607.10","0.94","616.00","1.00"
"customer","8","10.40","7","3","2","594.03","1.00","622.65","1.00"
"customers","9","10.32","8","3","3","700.62","1.00","610.08","1.00"
"customer's","10","6.79","8","3","3","684.15","1.00","626.89","1.00"
"customs","7","8.79","7","2","2","638.09","1.00","640.70","0.96"
"cut","3","11.50","3","1","1","634.81","1.00","601.81","1.00"
"cute","4","9.31","4","1","1","582.79","0.97","604.71","1.00"
"cuts","4","9.44","4","1","2","584.25","0.94","577.69","1.00"
"cutting","7","9.53","5","2","2","660.94","1.00","645.30","1.00"
"cycle","5","9.93","4","2","1","556.65","1.00","651.61","1.00"
"cycles","6","8.74","5","2","2","662.26","0.94","657.56","1.00"
"dad","3","9.38","3","1","1","589.59","1.00","568.78","1.00"
"daddy","5","8.74","4","2","2","600.74","1.00","577.78","1.00"
"daddy's","7","7.06","5","2","3","636.00","0.92","589.27","1.00"
"daily","5","10.57","4","2","2","581.38","0.97","554.96","1.00"
"daisy","5","7.19","4","2","1","632.19","0.94","593.44","1.00"
"Dakota","6","8.30","6","3","1","676.56","0.97","642.93","1.00"
"Dallas","6","9.81","5","2","1","626.52","0.97","612.00","1.00"
"damage","6","10.66","5","2","1","607.52","0.97","595.37","1.00"
"damaged","7","8.96","6","2","2","611.15","1.00","588.81","1.00"
"damages","7","8.36","7","3","2","661.74","1.00","598.33","1.00"
"damn","4","10.32","3","1","1","594.12","0.97","609.33","1.00"
"damp","4","7.45","4","1","1","670.26","0.94","596.54","1.00"
"Dan","3","10.90","3","1","1","564.06","1.00","578.82","1.00"
"Dana","4","8.62","4","2","1","674.50","0.97","697.80","1.00"
"danced","6","7.31","5","1","2","661.28","0.94","608.62","1.00"
"dancer","6","8.00","5","2","2","586.52","1.00","604.39","1.00"
"dancers","7","8.13","6","2","3","610.45","0.94","606.42","1.00"
"dances","6","8.08","6","2","2","622.97","1.00","615.50","1.00"
"dancing","7","9.44","6","2","2","634.42","0.97","642.33","1.00"
"danger","6","9.45","5","2","1","578.10","0.97","576.04","1.00"
"dangerous","9","10.01","7","3","2","694.88","1.00","619.56","1.00"
"dangers","7","7.99","6","2","2","614.24","1.00","570.58","1.00"
"dangling","8","7.01","7","3","2","727.06","0.95","622.12","1.00"
"Daniel","6","10.25","6","2","1","735.76","1.00","598.78","1.00"
"Danish","6","7.71","5","2","2","696.97","0.94","642.96","1.00"
"Danny","5","8.90","4","2","2","639.16","0.94","637.25","1.00"
"dare","4","9.09","3","1","1","570.21","1.00","634.33","1.00"
"dark","4","11.17","4","1","1","556.45","1.00","555.42","1.00"
"darker","6","7.90","5","2","2","635.24","1.00","616.57","1.00"
"darkness","8","9.44","7","2","2","660.74","0.94","607.14","1.00"
"darling","7","7.79","6","2","1","623.03","1.00","611.59","0.96"
"course","6","12.19","4","1","1","614.91","1.00","641.71","1.00"
"courses","7","9.52","6","2","2","706.45","1.00","676.27","1.00"
"court","5","10.96","4","1","1","586.84","0.94","591.56","1.00"
"courthouse","10","6.88","7","2","2","749.63","0.94","666.50","1.00"
"courtroom","9","6.89","7","2","2","721.36","0.97","666.21","1.00"
"courts","6","9.29","5","1","2","632.58","0.97","614.30","1.00"
"court's","7","7.24","5","1","2","589.09","0.97","617.41","1.00"
"cousin","6","8.31","4","2","1","594.12","1.00","622.21","1.00"
"cousins","7","7.77","5","2","2","680.27","1.00","675.11","0.96"
"cover","5","11.07","4","2","1","578.72","0.94","582.96","1.00"
"coverage","8","9.58","6","3","2","652.29","1.00","629.00","1.00"
"covering","8","9.24","6","3","2","723.52","0.97","666.50","1.00"
"covers","6","9.89","5","2","2","569.06","1.00","667.85","1.00"
"coward","6","7.41","4","1","1","615.53","1.00","647.54","1.00"
"cowboy","6","7.95","4","2","2","646.65","1.00","618.11","1.00"
"cowboys","7","7.73","5","2","3","595.63","1.00","630.46","1.00"
"cows","4","8.22","3","1","2","568.00","0.97","614.80","1.00"
"crab","4","6.89","4","1","1","619.31","0.94","600.00","1.00"
"crack","5","9.16","4","1","1","644.40","0.94","619.68","1.00"
"cracked","7","8.08","5","1","2","583.55","1.00","645.89","1.00"
"cracker","7","7.10","5","2","2","623.15","0.97","585.07","1.00"
"crackers","8","7.19","6","2","3","680.33","0.97","649.89","1.00"
"cracks","6","7.75","5","1","2","586.67","1.00","589.22","0.96"
"cradle","6","7.12","5","2","1","573.70","0.97","597.37","1.00"
"craft","5","8.84","5","1","1","595.58","0.97","568.26","1.00"
"crafts","6","7.81","6","1","2","614.31","0.97","654.56","0.96"
"cram","4","7.15","4","1","1","697.39","0.91","609.23","1.00"
"cramps","6","6.67","6","1","2","576.15","0.97","600.18","1.00"
"crane","5","7.51","4","1","1","649.67","0.97","641.00","1.00"
"crank","5","8.11","5","1","1","622.81","0.94","627.96","1.00"
"crap","4","9.97","4","1","1","621.32","1.00","630.48","1.00"
"crappy","6","8.06","5","2","2","713.35","1.00","606.14","1.00"
"crash","5","9.86","4","1","1","639.12","1.00","597.00","1.00"
"crashed","7","8.60","5","1","2","710.40","1.00","620.14","1.00"
"crashes","7","9.12","6","2","2","649.82","1.00","600.89","1.00"
"crashing","8","8.19","6","2","2","592.33","1.00","640.71","1.00"
"craving","7","6.71","6","2","2","677.12","1.00","640.93","1.00"
"crawl","5","8.05","4","1","1","612.21","1.00","631.25","1.00"
"crawled","7","7.05","5","1","2","654.09","1.00","674.30","1.00"
"crawling","8","7.35","6","2","2","675.29","1.00","624.36","1.00"
"crazed","6","6.80","5","1","2","602.47","0.94","609.29","1.00"
"crazy","5","9.77","5","2","2","546.71","1.00","564.00","1.00"
"cream","5","9.20","4","1","1","557.00","0.94","616.48","1.00"
"create","6","11.20","5","2","1","641.09","0.97","641.21","1.00"
"created","7","10.92","7","3","2","602.65","1.00","630.39","1.00"
"creating","8","10.15","7","3","2","672.79","0.94","706.69","1.00"
"creation","8","10.03","6","3","2","688.16","0.94","632.25","1.00"
"creations","9","7.56","7","3","3","596.33","1.00","659.50","1.00"
"creative","8","9.86","7","3","2","581.18","1.00","640.58","1.00"
"creator","7","8.99","6","3","2","621.06","1.00","640.07","1.00"
"creatures","9","9.45","6","2","2","652.36","1.00","601.85","1.00"
"credible","8","8.04","7","3","2","756.63","0.97","658.36","0.97"
"credit","6","10.80","6","2","1","625.26","1.00","602.89","1.00"
"credited","8","7.85","8","3","2","664.88","1.00","702.85","0.96"
"credits","7","9.13","7","2","2","603.42","1.00","607.78","1.00"
"creed","5","7.79","4","1","1","630.03","1.00","650.81","1.00"
"creek","5","9.04","4","1","1","616.82","1.00","623.81","1.00"
"creep","5","7.49","4","1","1","610.27","0.97","597.15","1.00"
"creeping","8","6.97","6","2","2","755.94","1.00","696.37","1.00"
"creeps","6","6.91","5","1","2","584.88","1.00","606.96","1.00"
"creepy","6","6.89","5","2","2","644.19","0.97","587.31","1.00"
"crest","5","7.16","5","1","1","687.03","1.00","596.96","1.00"
"crew","4","9.63","3","1","1","591.44","0.94","601.79","1.00"
"crib","4","7.15","4","1","1","598.48","1.00","636.70","1.00"
"cricket","7","8.73","6","2","1","667.79","0.97","620.46","1.00"
"cried","5","8.29","4","1","2","693.63","0.94","634.14","1.00"
"cries","5","7.80","4","1","2","605.44","1.00","555.44","1.00"
"crime","5","10.42","4","1","1","605.06","1.00","591.28","1.00"
"criminal","8","9.88","7","3","2","692.12","1.00","645.41","1.00"
"criminals","9","9.05","8","3","3","699.49","1.00","635.48","1.00"
"cripple","7","6.83","5","2","1","649.97","0.94","636.75","1.00"
"crippled","8","7.33","6","2","2","704.23","1.00","642.88","1.00"
"crisis","6","9.52","6","2","2","626.64","1.00","665.58","1.00"
"crisp","5","7.62","5","1","1","605.32","1.00","642.41","1.00"
"critic","6","7.84","6","2","1","695.67","1.00","626.21","1.00"
"critical","8","9.92","7","3","2","637.27","1.00","630.75","1.00"
"criticize","9","8.16","8","3","2","703.71","1.00","672.37","1.00"
"critics","7","8.59","7","2","2","645.48","0.94","668.46","1.00"
"critter","7","6.74","5","2","1","717.57","1.00","642.70","1.00"
"critters","8","7.34","6","2","2","663.54","0.93","627.68","1.00"
"crock","5","6.87","4","1","1","682.22","0.94","640.96","1.00"
"crook","5","7.07","4","1","1","686.19","0.94","601.88","1.00"
"crooked","7","7.28","6","2","2","694.65","0.97","655.32","1.00"
"crop","4","8.47","4","1","1","620.66","1.00","614.58","1.00"
"crops","5","7.69","5","1","2","648.82","1.00","597.50","1.00"
"cross","5","10.30","4","1","1","558.91","0.97","557.96","1.00"
"crossed","7","8.58","5","1","2","672.41","0.94","618.56","1.00"
"crosses","7","7.71","6","2","2","680.84","0.94","596.63","0.96"
"crossfire","9","6.74","7","2","2","691.76","1.00","682.74","1.00"
"crossing","8","8.55","6","2","2","682.44","1.00","598.70","1.00"
"crossover","9","8.03","7","3","2","648.36","1.00","654.93","1.00"
"crossroads","10","7.87","8","2","3","670.29","1.00","641.15","1.00"
"crouch","6","7.15","4","1","1","670.52","0.94","615.17","1.00"
"crow","4","8.45","3","1","1","577.88","1.00","650.96","0.96"
"crowd","5","9.47","4","1","1","663.42","0.97","626.89","1.00"
"crowds","6","7.65","5","1","2","574.24","1.00","595.27","1.00"
"crown","5","9.10","4","1","1","626.67","1.00","588.75","1.00"
"convinced","9","9.37","8","2","2","715.26","1.00","700.78","1.00"
"conveyed","8","6.80","6","2","3","740.97","0.97","703.07","1.00"
"convict","7","6.78","7","2","1","640.21","0.97","681.79","1.00"
"cook","4","9.51","3","1","1","558.79","0.97","603.04","1.00"
"cookbook","8","7.78","6","2","2","667.90","0.94","614.04","1.00"
"cooked","6","8.15","4","1","2","633.00","0.97","614.96","1.00"
"cookie","6","7.99","4","2","2","577.44","0.97","578.78","1.00"
"cookies","7","7.86","5","2","3","603.32","1.00","581.30","1.00"
"cooking","7","8.79","5","2","2","586.21","1.00","562.27","1.00"
"cooks","5","6.69","4","1","2","587.58","1.00","572.19","1.00"
"cool","4","10.81","3","1","1","572.31","0.94","596.45","1.00"
"cooler","6","7.85","4","2","2","574.22","1.00","606.48","1.00"
"coolest","7","7.38","6","2","2","642.94","0.94","628.00","1.00"
"cooling","7","8.23","5","2","2","651.58","0.94","642.75","1.00"
"cop","3","9.32","3","1","1","585.30","1.00","638.08","1.00"
"cope","4","8.24","3","1","1","568.69","0.94","618.93","1.00"
"copied","6","8.97","5","2","2","642.52","0.97","678.89","0.96"
"copier","6","6.89","5","2","2","638.03","0.94","628.04","1.00"
"copies","6","10.52","5","2","2","591.79","1.00","619.50","1.00"
"copper","6","9.08","4","2","1","589.12","1.00","629.04","1.00"
"cops","4","8.86","4","1","2","557.39","0.97","609.59","1.00"
"copy","4","11.75","4","2","1","550.09","1.00","589.26","1.00"
"copyright","9","10.68","7","3","2","675.25","0.94","630.77","1.00"
"copyrights","10","7.96","8","3","3","690.51","1.00","659.93","1.00"
"cord","4","8.44","4","1","1","642.76","0.94","633.79","1.00"
"cords","5","7.12","5","1","2","705.27","1.00","618.54","1.00"
"core","4","9.89","3","1","1","628.78","0.97","614.00","1.00"
"cork","4","7.24","4","1","1","595.30","0.97","585.89","1.00"
"corn","4","8.51","4","1","1","555.42","0.97","621.11","1.00"
"corpse","6","7.59","5","1","1","631.74","1.00","622.89","1.00"
"corrected","9","8.93","8","3","2","660.09","1.00","603.04","1.00"
"correction","10","8.95","7","3","2","658.65","1.00","667.19","1.00"
"corrective","10","6.81","8","3","2","741.79","0.97","658.54","1.00"
"correctly","9","10.26","8","3","2","673.39","1.00","656.19","1.00"
"corrupt","7","8.71","6","2","1","704.50","0.94","654.81","1.00"
"corrupted","9","8.49","8","3","2","768.50","1.00","656.04","1.00"
"corruption","10","8.62","7","3","2","748.53","1.00","672.33","1.00"
"cosmetic","8","7.47","8","3","1","727.71","1.00","673.73","1.00"
"cosmic","6","8.89","6","2","2","626.18","1.00","659.70","1.00"
"costly","6","7.99","6","2","2","631.66","0.97","610.63","1.00"
"costume","7","8.13","6","2","1","711.56","0.97","638.52","1.00"
"costumes","8","7.34","7","2","2","660.94","1.00","677.46","1.00"
"cottage","7","7.18","5","2","1","645.37","1.00","659.00","1.00"
"cotton","6","8.65","4","2","1","559.15","1.00","647.04","1.00"
"cough","5","7.70","3","1","1","627.18","1.00","599.89","1.00"
"couldn't","8","11.07","5","2","2","684.85","0.94","612.96","0.96"
"council","7","9.98","5","2","1","721.91","0.97","608.07","1.00"
"counsel","7","8.41","5","2","1","610.03","0.94","695.36","1.00"
"counseling","10","7.98","7","3","2","656.70","0.97","654.24","1.00"
"counselor","9","7.54","6","3","2","696.50","0.94","665.86","1.00"
"count","5","10.45","4","1","1","588.71","1.00","625.00","1.00"
"countdown","9","7.54","7","2","2","647.33","0.97","648.26","1.00"
"counted","7","8.58","6","2","2","678.76","1.00","618.38","1.00"
"counter","7","9.70","5","2","1","588.26","1.00","631.26","1.00"
"counters","8","8.23","6","2","2","736.81","0.97","607.58","1.00"
"counting","8","9.04","6","2","2","655.94","0.94","626.32","1.00"
"countless","9","8.13","7","2","2","624.38","1.00","636.36","1.00"
"countries","9","10.78","7","2","2","760.44","0.94","630.35","1.00"
"country","7","11.58","6","2","1","633.18","1.00","630.24","1.00"
"country's","9","8.47","7","2","2","721.94","1.00","640.00","1.00"
"counts","6","9.08","5","1","2","605.09","0.97","633.93","1.00"
"couple","6","11.45","4","2","1","547.13","0.97","613.85","1.00"
"coupled","7","8.23","5","2","2","676.09","0.97","614.61","1.00"
"couples","7","8.87","5","2","2","599.58","0.94","586.43","1.00"
"coupon","6","7.67","5","2","1","646.66","0.94","701.07","1.00"
"coupons","7","7.79","6","2","2","646.91","0.94","663.62","1.00"
"courage","7","8.81","5","2","1","622.52","0.94","606.58","1.00"
"connect","7","10.53","6","2","1","593.24","1.00","656.93","0.96"
"connecting","10","9.07","8","3","2","653.59","1.00","660.11","1.00"
"connection","10","10.88","7","3","2","675.81","0.94","676.93","1.00"
"cons","4","8.35","4","1","2","699.31","0.91","653.70","0.96"
"contained","9","9.54","7","2","3","724.56","1.00","687.07","1.00"
"container","9","8.59","7","3","3","655.79","0.97","703.17","1.00"
"consent","7","9.22","7","2","2","672.38","0.97","693.93","1.00"
"conserve","8","7.09","6","2","2","665.35","1.00","704.28","1.00"
"consider","8","11.27","7","3","1","646.85","1.00","685.44","1.00"
"consumes","8","6.78","7","2","3","696.97","0.91","696.27","1.00"
"contact","7","11.86","7","2","1","650.76","1.00","680.16","1.00"
"contacts","8","9.28","8","2","2","619.30","1.00","608.07","0.96"
"containing","10","9.93","8","3","3","726.68","1.00","677.93","1.00"
"contend","7","7.64","7","2","1","752.68","0.97","660.27","1.00"
"contest","7","9.30","7","2","2","593.58","0.97","672.86","1.00"
"context","7","10.12","8","2","2","610.78","0.94","637.54","1.00"
"continue","8","10.93","8","3","1","624.18","1.00","632.14","1.00"
"contract","8","10.76","8","2","1","660.91","0.97","652.56","1.00"
"contrast","8","9.12","8","2","1","596.88","1.00","640.85","0.96"
"control","7","11.94","7","2","1","614.29","1.00","687.39","1.00"
"controlled","10","9.59","8","2","2","680.06","1.00","653.77","1.00"
"controls","8","9.74","8","2","2","651.97","1.00","644.04","1.00"
"convention","10","9.65","8","3","3","678.52","1.00","698.44","1.00"
"complete","8","11.54","7","2","2","596.32","1.00","691.96","1.00"
"complex","7","10.30","8","2","2","579.29","0.94","649.07","1.00"
"composed","8","8.74","7","2","3","663.65","1.00","663.52","1.00"
"compressed","10","9.16","8","2","3","603.38","1.00","703.11","1.00"
"computer","8","12.44","8","3","3","592.41","1.00","656.14","1.00"
"conceived","9","7.67","7","2","3","693.26","1.00","699.78","1.00"
"concern","7","9.90","6","2","2","594.32","1.00","657.46","1.00"
"concerts","8","8.23","7","2","2","664.13","0.97","694.59","1.00"
"conduct","7","9.33","7","2","2","630.94","0.91","700.21","1.00"
"concrete","8","8.98","7","2","1","725.36","0.97","653.59","1.00"
"condensed","9","7.32","8","2","2","719.03","0.94","702.37","1.00"
"condition","9","11.16","7","3","1","588.82","1.00","675.52","1.00"
"conditions","10","10.46","8","3","2","715.06","1.00","701.21","1.00"
"condom","6","7.96","6","2","1","710.66","1.00","614.52","1.00"
"conductor","9","7.64","8","3","3","628.53","0.94","698.15","1.00"
"cones","5","7.05","4","1","2","626.48","0.94","658.00","0.97"
"confess","7","7.90","6","2","1","660.75","1.00","659.93","1.00"
"confession","10","7.47","7","3","2","600.94","0.97","685.59","1.00"
"confidence","10","9.60","8","3","2","696.71","0.97","628.41","1.00"
"confined","8","7.84","7","2","3","689.13","0.97","693.54","1.00"
"conflict","8","9.74","8","2","1","597.47","1.00","633.43","1.00"
"conform","7","8.12","7","2","2","648.00","0.91","666.60","1.00"
