"Word","Length","Log_Freq_HAL","NPhon","NSyll","NMorph","I_Mean_RT","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Mean_Accuracy"
"marker","6","8.23","5","2","2","591.37","1.00","562.33","1.00"
"markers","7","7.62","6","2","3","678.11","1.00","615.12","1.00"
"market","6","11.50","6","2","1","594.38","1.00","602.26","1.00"
"marketed","8","7.82","8","3","2","648.58","1.00","635.96","0.96"
"marketing","9","10.55","8","3","2","663.65","1.00","564.63","1.00"
"markets","7","9.64","7","2","2","660.72","0.97","602.56","0.96"
"marking","7","7.81","6","2","2","632.28","0.97","588.32","1.00"
"markings","8","7.74","7","2","3","644.59","1.00","706.61","1.00"
"marks","5","9.52","5","1","2","634.55","0.91","561.82","1.00"
"Mark's","6","6.87","5","1","2","634.08","1.00","589.00","1.00"
"marriages","9","8.41","7","3","3","730.80","1.00","628.23","1.00"
"married","7","10.16","5","2","2","582.82","1.00","598.25","1.00"
"marry","5","8.97","4","2","1","629.18","0.97","572.85","1.00"
"marrying","8","7.43","6","3","2","705.21","0.97","631.07","1.00"
"Mars","4","9.01","4","1","1","591.55","0.97","555.50","1.00"
"marsh","5","8.54","4","1","1","763.41","0.94","602.86","1.00"
"Marsha","6","6.69","5","2","1","750.81","0.97","619.64","1.00"
"marshall","8","9.07","5","2","1","614.37","0.94","662.58","1.00"
"Martha","6","8.17","5","2","1","641.42","1.00","642.28","1.00"
"Martin","6","10.54","5","2","1","683.84","1.00","619.22","1.00"
"Martin's","8","7.14","6","2","2","644.15","1.00","615.25","1.00"
"Marty","5","8.66","5","2","1","690.28","0.94","674.81","1.00"
"marvel","6","9.88","5","2","1","648.72","0.94","619.14","1.00"
"marvelous","9","7.53","7","3","2","677.94","0.97","633.22","1.00"
"Marvin","6","7.82","6","2","1","708.35","0.91","600.41","1.00"
"Mary","4","10.13","4","2","1","563.23","0.94","604.57","1.00"
"Maryland","8","9.42","8","3","2","613.42","0.97","648.67","1.00"
"Mary's","6","7.33","5","2","2","592.09","0.97","611.63","0.96"
"mash","4","7.39","3","1","1","625.91","1.00","599.50","1.00"
"mashed","6","6.72","4","1","2","678.64","0.97","650.56","1.00"
"masked","6","7.08","5","1","2","694.09","0.94","638.11","1.00"
"masking","7","6.78","6","2","2","610.39","0.94","572.48","1.00"
"masks","5","7.55","5","1","2","600.79","1.00","573.04","1.00"
"mass","4","10.43","3","1","1","594.30","1.00","614.46","1.00"
"massacre","8","8.16","6","3","1","728.71","1.00","629.07","1.00"
"masses","6","8.83","5","2","2","702.82","1.00","620.15","1.00"
"massive","7","9.50","5","2","2","634.42","0.97","609.07","1.00"
"master","6","10.90","5","2","1","543.67","1.00","613.54","1.00"
"mastered","8","7.42","6","2","2","694.50","0.97","621.79","1.00"
"masters","7","9.32","6","2","2","616.81","0.97","569.39","1.00"
"master's","8","8.07","6","2","2","653.15","1.00","600.78","0.96"
"matched","7","8.29","4","1","2","649.30","0.94","592.84","1.00"
"matches","7","9.43","5","2","2","602.03","0.97","655.11","1.00"
"matching","8","9.00","5","2","2","643.15","1.00","568.35","1.00"
"material","8","10.99","8","3","1","605.06","1.00","687.15","1.00"
"mates","5","7.57","4","1","2","607.26","1.00","652.96","1.00"
"math","4","9.82","3","1","1","687.50","0.94","610.81","1.00"
"matrix","6","9.50","7","2","1","709.94","1.00","622.15","1.00"
"mats","4","7.64","4","1","2","633.13","0.97","603.59","1.00"
"Matt","4","10.14","3","1","1","611.65","1.00","582.42","1.00"
"matter","6","11.61","4","2","1","593.50","0.97","608.82","1.00"
"mattered","8","6.71","5","2","2","759.63","0.94","643.52","1.00"
"matters","7","9.86","5","2","2","604.34","0.97","582.81","1.00"
"Matthew","7","9.78","5","2","1","666.89","1.00","604.41","1.00"
"mature","6","8.74","5","2","1","702.41","0.94","702.96","1.00"
"maximize","8","7.90","8","3","2","615.82","1.00","629.88","1.00"
"maximum","7","10.02","8","3","2","696.24","0.97","657.28","1.00"
"maybe","5","12.02","4","2","1","594.41","1.00","575.57","1.00"
"mayor","5","8.37","4","1","1","651.18","1.00","591.65","1.00"
"maze","4","8.78","3","1","1","624.41","0.97","592.56","1.00"
"meal","4","8.78","3","1","1","562.89","1.00","666.95","1.00"
"meals","5","8.29","4","1","2","629.12","1.00","614.30","1.00"
"meaning","7","10.37","5","2","2","622.79","0.97","630.25","1.00"
"meaningful","10","8.74","7","3","3","709.64","1.00","694.81","1.00"
"means","5","11.78","4","1","2","579.06","1.00","697.82","1.00"
"meanwhile","9","9.04","7","2","2","679.31","0.97","659.15","1.00"
"measles","7","7.00","5","2","1","754.84","1.00","659.68","1.00"
"measure","7","9.89","4","2","1","605.97","0.97","618.14","1.00"
"measured","8","9.00","5","2","2","674.67","1.00","650.32","1.00"
"measures","8","9.32","5","2","2","681.47","1.00","597.89","1.00"
"measuring","9","8.29","6","3","2","736.30","1.00","695.75","1.00"
"meat","4","9.61","3","1","1","579.35","1.00","583.62","1.00"
"mechanical","10","9.41","8","4","3","673.70","0.97","696.92","1.00"
"lung","4","9.51","3","1","1","646.23","0.94","616.81","1.00"
"lungs","5","7.87","4","1","2","577.29","1.00","591.81","0.96"
"lure","4","8.53","3","1","1","672.82","0.97","605.00","1.00"
"lush","4","6.93","3","1","1","607.26","0.94","582.32","1.00"
"lust","4","8.63","4","1","1","614.06","1.00","634.19","1.00"
"Luther","6","7.79","4","2","1","669.88","0.97","672.93","1.00"
"luxury","6","8.15","7","3","1","591.59","0.94","602.81","1.00"
"lying","5","9.61","4","2","2","594.19","0.97","589.68","1.00"
"Lynn","4","9.46","3","1","1","687.41","0.94","639.07","1.00"
"lyric","5","7.53","5","2","2","629.65","1.00","620.32","1.00"
"lyrics","6","9.60","6","2","3","600.81","0.94","615.00","1.00"
"mace","4","7.15","3","1","1","671.19","0.91","596.15","1.00"
"machine","7","11.70","5","2","1","569.71","0.94","593.82","1.00"
"machines","8","10.80","6","2","2","686.39","1.00","663.20","1.00"
"mad","3","9.79","3","1","1","584.94","0.97","563.86","1.00"
"Madison","7","9.10","6","3","2","697.41","0.97","677.32","1.00"
"madness","7","8.42","6","2","2","699.82","1.00","632.88","1.00"
"Madonna","7","8.16","6","3","1","687.06","1.00","622.00","1.00"
"Mafia","5","7.79","5","2","2","708.52","0.94","652.26","1.00"
"magazine","8","11.01","7","3","1","609.91","1.00","655.04","1.00"
"magazines","9","9.82","8","3","2","758.58","1.00","659.76","1.00"
"magic","5","10.78","5","2","1","611.91","1.00","645.73","1.00"
"magical","7","9.03","6","3","2","639.91","1.00","624.50","1.00"
"magnet","6","7.71","6","2","1","638.82","1.00","664.39","1.00"
"magnetic","8","9.41","8","3","2","643.94","1.00","632.63","1.00"
"magnitude","9","8.45","8","3","2","698.19","0.97","647.26","1.00"
"maid","4","7.45","3","1","1","661.81","0.97","566.25","1.00"
"maiden","6","8.62","4","2","2","675.39","0.97","653.74","1.00"
"mail","4","12.47","3","1","1","615.82","1.00","577.92","1.00"
"mailbox","7","9.08","7","2","2","639.38","0.97","596.41","1.00"
"mailer","6","8.36","4","2","2","650.45","0.94","666.74","1.00"
"mailing","7","11.12","5","2","2","683.29","1.00","659.65","1.00"
"main","4","11.21","3","1","1","629.13","0.94","623.72","1.00"
"Maine","5","8.48","3","1","1","692.67","0.94","629.30","1.00"
"mainly","6","9.75","5","2","2","623.06","1.00","578.67","1.00"
"mainstream","10","9.02","8","2","2","670.85","0.97","698.50","1.00"
"maintain","8","10.22","6","2","1","585.48","1.00","640.00","1.00"
"maintained","10","9.67","7","2","2","642.20","0.97","577.15","1.00"
"majestic","8","6.74","8","3","2","694.91","0.97","659.07","1.00"
"major","5","11.52","4","2","1","566.10","1.00","589.26","1.00"
"majors","6","7.85","5","2","2","626.79","1.00","613.63","1.00"
"maker","5","9.00","4","2","2","597.18","0.97","587.52","1.00"
"makeup","6","8.10","5","2","2","655.65","1.00","573.37","1.00"
"making","6","11.69","5","2","2","620.67","0.97","602.54","1.00"
"male","4","10.98","3","1","1","616.00","0.94","552.26","1.00"
"males","5","9.13","4","1","2","621.16","0.97","645.77","1.00"
"malice","6","7.13","5","2","1","682.47","0.94","681.85","1.00"
"mall","4","8.96","3","1","1","607.26","1.00","605.79","1.00"
"malt","4","7.54","4","1","1","690.81","0.94","599.08","1.00"
"mama","4","8.19","4","2","1","736.16","0.94","603.58","1.00"
"mammoth","7","7.90","5","2","1","670.25","0.94","688.59","1.00"
"managed","7","10.01","6","2","2","632.65","1.00","651.00","1.00"
"manager","7","11.00","6","3","2","594.12","1.00","687.23","1.00"
"managers","8","9.32","7","3","3","658.19","1.00","636.08","1.00"
"mandate","7","8.28","6","2","2","644.81","0.94","648.67","1.00"
"mandated","8","7.37","8","3","3","704.34","0.94","638.81","1.00"
"manhood","7","6.72","6","2","2","645.26","0.97","609.59","1.00"
"manifest","8","7.83","8","3","1","662.06","0.94","671.93","1.00"
"mankind","7","8.67","7","2","2","620.26","1.00","607.50","1.00"
"manner","6","10.01","4","2","1","641.39","0.97","616.81","1.00"
"manners","7","8.00","5","2","2","658.77","0.94","627.04","1.00"
"manor","5","7.39","4","2","1","730.12","1.00","656.00","1.00"
"manpower","8","7.13","6","2","2","674.38","0.94","660.68","1.00"
"man's","5","9.29","4","1","2","633.65","1.00","571.42","1.00"
"literature","10","9.93","8","4","2","740.47","1.00","667.18","1.00"
"lithium","7","7.43","6","2","1","736.19","0.91","662.69","1.00"
"little","6","12.57","4","2","1","711.36","0.97","600.54","1.00"
"lived","5","9.91","4","1","2","589.27","0.97","691.85","0.96"
"lively","6","7.54","5","2","2","691.00","0.97","578.78","0.96"
"liver","5","10.13","4","2","1","558.09","1.00","554.19","1.00"
"livestock","9","7.26","7","2","2","713.03","1.00","618.75","1.00"
"living","6","11.23","5","2","2","611.65","1.00","626.50","1.00"
"Liz","3","8.23","3","1","1","707.67","0.97","562.44","1.00"
"lizard","6","8.65","5","2","1","592.91","1.00","631.22","1.00"
"lizards","7","7.07","6","2","2","626.32","0.97","586.39","1.00"
"Lloyd","5","8.97","3","1","1","731.32","0.91","662.76","1.00"
"load","4","10.61","3","1","1","579.91","0.97","562.18","1.00"
"loaded","6","9.81","5","2","2","587.45","0.97","578.83","1.00"
"loader","6","7.75","4","2","2","659.12","0.97","574.64","1.00"
"loading","7","9.24","5","2","2","655.00","0.97","567.93","1.00"
"loads","5","9.12","4","1","2","559.27","1.00","591.58","1.00"
"loan","4","9.16","3","1","1","578.32","1.00","581.37","1.00"
"loans","5","8.59","4","1","2","591.65","1.00","588.71","1.00"
"loathing","8","6.88","5","2","2","686.93","0.97","603.07","1.00"
"lobster","7","6.74","6","2","1","596.06","0.97","638.67","1.00"
"local","5","11.85","5","2","1","558.44","1.00","620.22","1.00"
"locally","7","9.01","6","3","2","691.09","1.00","602.52","1.00"
"located","7","10.52","7","3","2","615.38","1.00","587.65","1.00"
"locating","8","7.73","7","3","2","748.03","1.00","634.89","1.00"
"location","8","11.05","6","3","2","587.59","1.00","626.46","1.00"
"locations","9","9.55","7","3","3","630.52","0.97","654.78","1.00"
"locked","6","9.27","4","1","2","620.55","1.00","638.00","1.00"
"locker","6","7.53","4","2","2","693.52","0.97","570.80","1.00"
"locking","7","8.39","5","2","2","673.97","1.00","563.43","1.00"
"lockup","6","6.91","5","2","2","674.97","1.00","600.61","1.00"
"locus","5","11.23","5","2","2","626.87","0.91","593.96","1.00"
"lodging","7","7.25","5","2","2","716.06","0.97","629.48","1.00"
"log","3","9.99","3","1","1","593.36","1.00","554.93","1.00"
"logged","6","8.63","4","1","2","632.91","0.97","598.57","0.97"
"logic","5","10.43","5","2","1","640.68","1.00","571.04","1.00"
"logical","7","9.81","6","3","2","673.16","1.00","564.30","0.96"
"logically","9","8.17","7","3","3","668.12","1.00","614.38","1.00"
"logs","4","8.32","4","1","2","604.15","0.97","576.11","1.00"
"London","6","10.40","6","2","2","575.06","1.00","565.36","1.00"
"loneliness","10","6.78","8","3","3","679.41","0.97","685.96","0.96"
"lonely","6","8.49","5","2","2","624.97","1.00","569.19","1.00"
"long","4","12.52","3","1","1","659.47","0.94","567.19","1.00"
"longest","7","8.32","7","2","2","582.82","0.97","570.82","1.00"
"look","4","12.44","3","1","1","605.63","0.94","591.04","1.00"
"looked","6","11.07","4","1","2","673.71","0.97","610.54","1.00"
"looking","7","12.33","5","2","2","579.91","0.97","566.57","1.00"
"lookout","7","7.05","5","2","2","628.94","0.97","577.31","1.00"
"looks","5","11.17","4","1","2","586.48","0.97","559.11","1.00"
"lookup","6","7.77","5","2","2","618.87","0.97","565.07","0.96"
"loops","5","8.11","4","1","2","585.25","1.00","553.26","1.00"
"loosely","7","7.85","5","2","2","685.94","1.00","619.46","1.00"
"loosen","6","7.19","4","2","2","666.32","0.94","594.93","1.00"
"loot","4","6.91","3","1","1","664.44","0.97","572.64","1.00"
"lord","4","10.55","4","1","1","627.36","0.94","572.57","1.00"
"lords","5","8.04","5","1","2","625.71","1.00","600.21","1.00"
"lord's","6","7.08","5","1","2","677.97","0.97","562.63","1.00"
"loser","5","8.34","4","2","2","573.88","1.00","562.04","1.00"
"losers","6","8.02","5","2","3","604.94","1.00","681.39","1.00"
"losing","6","9.66","5","2","2","702.97","0.97","595.00","1.00"
"loss","4","10.31","3","1","1","566.53","1.00","606.63","1.00"
"lost","4","11.27","4","1","1","621.19","0.94","554.33","1.00"
"lotion","6","7.04","4","2","1","633.34","0.94","637.67","0.96"
"lottery","7","8.64","6","3","1","595.97","1.00","593.89","1.00"
"louder","6","7.75","4","2","2","607.76","0.97","606.07","1.00"
"loudly","6","8.00","5","2","2","684.00","1.00","587.08","1.00"
"lounge","6","7.77","4","1","1","632.82","1.00","588.81","1.00"
"lousy","5","8.48","4","2","2","638.63","0.94","567.59","0.96"
"loved","5","9.82","4","1","2","560.72","1.00","604.39","1.00"
"lovely","6","9.01","5","2","2","562.12","1.00","579.19","1.00"
"lover","5","8.87","4","2","2","592.35","0.97","602.54","1.00"
"lovers","6","8.61","5","2","3","597.56","1.00","575.54","1.00"
"loves","5","9.29","4","1","2","669.82","1.00","581.07","1.00"
"loving","6","9.07","5","2","2","611.24","1.00","577.41","1.00"
"lovingly","8","6.67","7","3","3","674.26","0.94","583.50","1.00"
"lower","5","10.81","3","1","2","594.82","1.00","652.54","1.00"
"lowered","7","8.34","4","1","3","712.68","0.94","608.73","1.00"
"lowest","6","9.15","5","2","2","617.85","1.00","565.14","1.00"
"loyalty","7","8.05","6","2","2","661.53","1.00","598.89","1.00"
"luck","4","11.01","3","1","1","575.74","0.94","576.04","1.00"
"luckily","7","8.13","6","3","3","687.22","1.00","635.86","1.00"
"Lucy","4","8.15","4","2","1","656.13","1.00","645.08","1.00"
"luggage","7","7.41","5","2","1","733.61","0.97","630.88","1.00"
"Luke","4","9.38","3","1","1","625.71","0.97","561.08","1.00"
"Luke's","6","7.05","4","1","2","653.78","0.94","601.33","1.00"
"lumber","6","7.22","5","2","1","643.32","1.00","567.31","1.00"
"lump","4","7.86","4","1","1","666.12","1.00","589.74","1.00"
"lunch","5","9.31","4","1","1","587.55","1.00","601.18","1.00"
"leisure","7","7.85","4","2","1","728.71","1.00","636.33","1.00"
"lemon","5","8.30","5","2","1","541.70","1.00","588.04","1.00"
"lend","4","8.00","4","1","1","579.87","0.94","624.81","1.00"
"lending","7","7.38","6","2","2","716.45","0.97","603.71","1.00"
"lends","5","6.77","5","1","2","677.97","0.97","563.82","1.00"
"length","6","10.84","4","1","1","658.03","0.94","564.48","1.00"
"lengths","7","8.15","5","1","2","661.50","1.00","590.86","1.00"
"lens","4","9.14","4","1","1","605.52","0.94","563.32","1.00"
"Leo","3","8.61","3","2","1","638.15","1.00","595.33","1.00"
"Leon","4","8.41","4","2","1","645.50","0.97","663.96","1.00"
"Leonard","7","8.59","5","2","1","676.63","0.97","663.08","1.00"
"lesbian","7","8.94","7","2","1","670.91","0.97","628.32","1.00"
"lesbians","8","7.92","8","2","2","696.97","0.97","647.33","1.00"
"less","4","11.97","3","1","1","576.18","0.97","556.14","1.00"
"lesson","6","8.99","4","2","1","673.47","0.97","553.50","1.00"
"lessons","7","8.86","5","2","2","592.72","1.00","583.48","1.00"
"lets","4","10.07","4","1","2","678.42","0.94","591.07","1.00"
"lettering","9","7.15","6","3","2","695.73","0.94","654.19","1.00"
"letterman","9","7.76","7","3","2","732.97","0.94","625.59","1.00"
"letters","7","10.40","5","2","2","640.47","1.00","585.07","1.00"
"letting","7","9.45","5","2","2","705.00","0.94","595.54","1.00"
"leukemia","8","7.18","7","3","1","736.66","0.94","682.13","1.00"
"level","5","11.78","4","2","1","658.35","0.97","567.30","1.00"
"levels","6","10.56","5","2","2","562.50","1.00","574.57","1.00"
"Lewis","5","9.64","4","2","1","630.53","1.00","560.54","1.00"
"liable","6","8.29","5","2","1","702.73","0.94","697.96","1.00"
"liars","5","7.36","4","1","3","593.06","0.97","599.75","1.00"
"liberal","7","9.89","7","3","2","613.97","1.00","690.36","1.00"
"liberals","8","9.03","8","3","3","683.16","0.94","662.11","1.00"
"liberation","10","8.47","8","4","3","710.93","0.97","702.63","1.00"
"liberty","7","9.75","6","3","2","625.03","1.00","649.74","1.00"
"libraries","9","10.03","8","3","2","731.06","0.97","674.48","0.96"
"library","7","11.64","7","3","1","594.97","1.00","617.96","1.00"
"license","7","10.03","5","2","1","718.06","0.97","585.81","1.00"
"licenses","8","8.37","7","3","2","680.09","1.00","696.35","1.00"
"licked","6","7.86","4","1","2","635.20","0.97","650.75","1.00"
"licking","7","8.05","5","2","2","654.83","1.00","629.88","1.00"
"lid","3","7.97","3","1","1","631.39","0.91","580.50","1.00"
"lied","4","8.40","3","1","2","669.45","0.94","580.81","1.00"
"lies","4","9.92","3","1","2","621.50","1.00","569.00","1.00"
"lifelong","8","6.91","6","2","2","635.22","0.97","591.96","1.00"
"life's","6","7.83","4","1","2","711.09","1.00","596.68","1.00"
"lifetime","8","9.03","6","2","2","586.85","0.97","605.25","1.00"
"lift","4","9.19","4","1","1","566.97","0.97","566.46","1.00"
"lifted","6","8.54","6","2","2","649.24","1.00","576.85","1.00"
"lifting","7","8.17","6","2","2","671.44","1.00","613.22","1.00"
"lifts","5","7.46","5","1","2","615.97","0.97","584.36","1.00"
"light","5","11.48","3","1","1","654.69","1.00","578.32","1.00"
"lighter","7","8.56","4","2","2","638.30","1.00","597.79","1.00"
"lighthouse","10","7.18","6","2","2","627.24","1.00","601.61","1.00"
"lightly","7","8.86","5","2","2","620.48","0.94","666.36","1.00"
"lightning","9","9.48","6","2","1","671.52","1.00","601.22","0.96"
"lights","6","9.62","4","1","2","562.85","0.97","585.54","1.00"
"likelihood","10","7.89","8","3","3","743.24","1.00","642.46","1.00"
"likely","6","11.18","5","2","2","549.63","1.00","565.41","1.00"
"likewise","8","8.88","6","2","2","634.74","1.00","670.56","1.00"
"liking","6","8.03","5","2","2","756.91","0.97","624.00","1.00"
"Lilly","5","6.91","4","2","1","744.45","0.94","659.19","1.00"
"lily","4","7.88","4","2","1","641.37","0.94","670.58","1.00"
